S.No.,Code,Name,Branch,2020,2019,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,links
335,E056,The National Institute of Engineering Mysore,EE-Electrical and Electronics,,,57506,0,0,39254,0,105074,49541,0,0,27917,0,0,27841,0,0,26789,35614,38167,65569,0,0,0,0,0,https://nie.ac.in
336,E056,The National Institute of Engineering Mysore,IS-Information Science,,,13729,0,0,11166,0,14532,6953,0,0,7395,16286,0,7263,0,0,6681,9787,9308,26942,0,29614,11796,0,19465,https://nie.ac.in
337,E056,The National Institute of Engineering Mysore,ME-Mechanical,,,103314,0,0,132390,0,0,111797,0,0,69413,0,0,85381,0,0,62236,118770,99659,154830,0,0,0,0,0,https://nie.ac.in
338,E057,JSS Science and Technology University(Formerly SJCE) Mysore,BT-Bio Technology,,,63513,0,0,31123,0,0,35273,0,0,22225,0,0,30344,0,0,18832,0,30534,98156,0,0,0,0,77242,https://jssstuniv.in
339,E057,JSS Science and Technology University(Formerly SJCE) Mysore,CB-Computer Science and System Bus,,,17770,0,0,15615,0,40384,6300,0,0,6923,0,0,7021,0,0,6085,14413,12466,27879,0,39784,0,0,0,https://jssstuniv.in
340,E057,JSS Science and Technology University(Formerly SJCE) Mysore,CE-Civil,,,110862,0,0,173601,0,0,146955,0,0,108570,0,0,109755,0,0,108526,0,130708,138908,0,0,0,0,0,https://jssstuniv.in
341,E057,JSS Science and Technology University(Formerly SJCE) Mysore,CS-Computer Science,,,4386,0,9984,7084,0,13800,6954,0,16102,3729,0,0,3551,0,5640,2984,10659,5369,21651,45342,26592,21820,0,0,https://jssstuniv.in
342,E057,JSS Science and Technology University(Formerly SJCE) Mysore,CT-Construction Technology Management,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172281,0,0,0,0,0,0,0,0,https://jssstuniv.in
343,E057,JSS Science and Technology University(Formerly SJCE) Mysore,EC-Electronics and Communication,,,0,0,0,16686,0,24541,9482,0,0,0,0,0,10673,0,0,7437,8626,9610,33117,0,73384,17861,0,0,https://jssstuniv.in
344,E057,JSS Science and Technology University(Formerly SJCE) Mysore,IS-Information Science,,,6734,0,0,8162,17361,0,19466,0,0,0,0,7420,4096,0,0,3896,0,7361,22359,0,0,22497,0,0,https://jssstuniv.in
345,E057,JSS Science and Technology University(Formerly SJCE) Mysore,ME-Mechanical,,,109088,0,0,167938,0,0,0,0,0,111113,0,0,176269,0,0,94699,0,121191,169109,0,0,0,0,0,https://jssstuniv.in
346,E058,P E S College of Engineering Mandya,AU-Automobile,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.pescemandya.org
347,E058,P E S College of Engineering Mandya,BS-B.Sc(Honours),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144630,0,0,0,0,0,0,0,0,https://www.pescemandya.org
348,E058,P E S College of Engineering Mandya,CE-Civil,,,0,0,0,0,0,0,0,0,0,158780,0,0,0,0,0,128372,0,0,180424,0,0,0,0,0,https://www.pescemandya.org
349,E058,P E S College of Engineering Mandya,CS-Computer Science,,,31799,0,0,23635,0,34341,26361,0,52361,17204,0,0,18225,0,22378,16483,31556,19741,33979,59016,53948,27650,0,0,https://www.pescemandya.org
350,E058,P E S College of Engineering Mandya,EC-Electronics and Communication,,,42707,0,42721,47243,0,61995,46247,0,0,31627,0,38780,31686,145671,0,30147,36393,33581,58624,0,144973,32809,0,0,https://www.pescemandya.org
351,E058,P E S College of Engineering Mandya,EE-Electrical and Electronics,,,85420,0,0,97082,0,0,0,0,0,0,0,0,0,0,0,44721,0,0,68733,0,0,71514,0,101644,https://www.pescemandya.org
352,E058,P E S College of Engineering Mandya,IS-Information Science,,,26494,0,0,32040,0,80212,35809,0,0,22436,0,0,25136,0,0,22351,39562,24251,42660,0,63479,0,0,0,https://www.pescemandya.org
353,E058,P E S College of Engineering Mandya,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181613,0,0,0,0,0,0,0,0,https://www.pescemandya.org
354,E059,P D A College of Engineering Gulbarga,AI-Artificial Intelligence,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36381,0,56407,0,0,0,123316,0,0,https://pdacek.ac.in
355,E059,P D A College of Engineering Gulbarga,AU-Automobile,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pdacek.ac.in
356,E059,P D A College of Engineering Gulbarga,CD-Computer Sc. and design,,,0,0,0,49811,0,0,61477,0,0,0,0,0,0,0,0,44927,63723,84121,79736,0,0,171331,0,0,https://pdacek.ac.in
357,E059,P D A College of Engineering Gulbarga,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182487,0,0,0,0,0,0,0,0,https://pdacek.ac.in
358,E059,P D A College of Engineering Gulbarga,CR-Ceramics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165385,0,0,0,0,0,0,0,0,https://pdacek.ac.in
359,E059,P D A College of Engineering Gulbarga,CS-Computer Science,,,35758,0,0,34589,0,0,0,0,0,0,0,0,30265,0,0,20985,0,33195,32692,62984,63565,0,0,0,https://pdacek.ac.in
360,E059,P D A College of Engineering Gulbarga,EC-Electronics and Communication,,,0,0,0,85670,0,0,77458,0,0,79915,0,0,0,0,0,46906,0,0,60507,0,0,52955,0,0,https://pdacek.ac.in
361,E059,P D A College of Engineering Gulbarga,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78986,103126,0,0,0,0,0,0,0,https://pdacek.ac.in
362,E059,P D A College of Engineering Gulbarga,EI-Electronics and Instrumentation,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130437,0,0,0,0,0,0,0,0,https://pdacek.ac.in
363,E059,P D A College of Engineering Gulbarga,IS-Information Science,,,0,0,0,64801,0,137791,0,0,0,64988,0,0,0,0,0,39112,0,64965,73398,0,0,0,0,0,https://pdacek.ac.in
364,E059,P D A College of Engineering Gulbarga,IP-Industrial and Production,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pdacek.ac.in
365,E059,P D A College of Engineering Gulbarga,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162180,0,0,0,0,0,0,0,0,https://pdacek.ac.in
366,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",AE-Aerospace ,,,86266,0,0,83967,0,113536,77899,0,0,48210,0,0,39314,0,0,36897,129628,64833,45261,0,88156,70267,0,0,https://www.drait.edu.in
367,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE-Civil,,,0,0,0,96449,0,0,0,0,0,0,0,0,0,0,0,91740,0,114192,147535,0,0,131128,0,0,https://www.drait.edu.in
368,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS-Computer Science,,,20763,0,0,18602,0,23538,14771,0,0,12998,0,20233,12775,0,0,11965,21273,19925,37805,0,43927,22197,65415,0,https://www.drait.edu.in
369,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC-Electronics and Communication,,,44281,55240,0,35470,0,46253,31362,0,0,24736,0,0,26554,0,0,24623,0,35338,59316,0,120728,0,0,0,https://www.drait.edu.in
370,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IS-Information Science,,,15713,0,0,21171,0,0,24977,0,0,15605,0,0,16376,0,0,14787,26242,21530,38049,70939,0,0,0,32660,https://www.drait.edu.in
371,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",MD-Mechanical Design,,,0,0,0,76654,0,0,0,0,0,0,0,0,0,0,0,61787,0,0,178297,0,0,70844,0,0,https://www.drait.edu.in
372,E061,University B.D.T. college of Engineering Davangere,CE-Civil,,,113195,0,113939,93934,0,165756,74755,0,0,89740,0,0,70660,0,0,56738,62621,64460,87991,99636,121457,75938,0,0,https://www.ubdtce.org
373,E061,University B.D.T. college of Engineering Davangere,CS-Computer Science,,,18026,0,0,20746,22019,21785,19834,0,26589,25074,0,0,19667,0,20695,15660,15888,20693,36506,51212,49450,19481,0,0,https://www.ubdtce.org
374,E061,University B.D.T. college of Engineering Davangere,EC-Electronics and Communication,,,34628,0,0,39713,0,42402,50053,0,0,32480,0,39977,29869,57371,37312,29033,32538,34172,51571,0,56312,42887,0,0,https://www.ubdtce.org
375,E061,University B.D.T. college of Engineering Davangere,EE-Electrical and Electronics,,,95457,135101,100540,62071,0,68323,60888,0,74613,70385,0,0,49153,0,0,44539,54938,54537,78944,0,107924,52917,0,0,https://www.ubdtce.org
376,E061,University B.D.T. college of Engineering Davangere,EI-Electronics and Instrumentation,,,128234,0,0,117186,0,147853,95910,0,0,89541,0,180683,83131,0,0,68460,71591,82016,152056,0,157129,103434,0,168760,https://www.ubdtce.org
377,E061,University B.D.T. college of Engineering Davangere,IP-Industrial and Production,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181853,0,0,0,0,0,0,0,0,https://www.ubdtce.org
378,E061,University B.D.T. college of Engineering Davangere,ME-Mechanical,,,119557,0,0,175543,0,0,128159,0,0,162326,0,0,131263,0,158379,105690,129533,127339,167993,0,171804,117840,0,0,https://www.ubdtce.org
379,E062,Bapuji Institute of Engineering and Technology Davangere,BT-Bio Technology,,,0,0,0,78535,0,0,0,0,0,0,0,0,0,0,0,54442,89086,65393,95403,0,0,63306,0,0,https://www.bietdvg.edu
380,E062,Bapuji Institute of Engineering and Technology Davangere,CE-Civil,,,164826,0,0,151846,0,0,109941,0,0,129550,0,0,146934,0,0,98540,177998,163226,180929,0,0,106711,0,0,https://www.bietdvg.edu
381,E062,Bapuji Institute of Engineering and Technology Davangere,CH-Chemical Engineering,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165610,0,0,0,0,0,0,0,0,https://www.bietdvg.edu
382,E062,Bapuji Institute of Engineering and Technology Davangere,CS-Computer Science,,,26315,0,0,33115,45715,44155,24834,0,0,27100,0,0,21681,0,26271,21144,26662,25932,56372,75045,73181,33460,0,0,https://www.bietdvg.edu
383,E062,Bapuji Institute of Engineering and Technology Davangere,EC-Electronics and Communication,,,56358,86515,0,49296,0,165056,55234,0,87712,44942,0,49344,35141,0,0,34332,40738,44646,97297,0,109729,60932,0,0,https://www.bietdvg.edu
384,E062,Bapuji Institute of Engineering and Technology Davangere,EE-Electrical and Electronics,,,80194,0,0,171035,0,0,79605,0,0,133587,0,0,84029,0,0,70163,169932,81381,146783,0,182677,0,0,0,https://www.bietdvg.edu
385,E062,Bapuji Institute of Engineering and Technology Davangere,IS-Information Science,,,34719,0,48876,36991,73323,55645,32878,0,60493,33297,0,0,29367,0,0,26513,36055,37056,92466,141391,127238,42144,0,0,https://www.bietdvg.edu
386,E062,Bapuji Institute of Engineering and Technology Davangere,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175097,0,0,0,0,0,0,0,0,https://www.bietdvg.edu
387,E062,Bapuji Institute of Engineering and Technology Davangere,TX-Textile,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176674,0,0,0,0,0,0,0,0,https://www.bietdvg.edu
388,E063,S J M Institute of Technology Chitradurga,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175675,0,0,0,0,0,0,0,0,https://sjmit.ac.in
389,E063,S J M Institute of Technology Chitradurga,CS-Computer Science,,,80560,0,0,103573,0,117476,65620,0,0,72137,0,0,66588,0,79564,60934,66192,76493,128833,0,0,65723,0,0,https://sjmit.ac.in
390,E063,S J M Institute of Technology Chitradurga,EC-Electronics and Communication,,,110911,0,177623,151780,178118,0,109515,0,0,93911,0,0,91684,0,0,86535,94110,110235,127414,0,0,96546,0,0,https://sjmit.ac.in
391,E063,S J M Institute of Technology Chitradurga,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179895,0,0,0,0,0,0,0,0,https://sjmit.ac.in
392,E063,S J M Institute of Technology Chitradurga,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171005,0,0,0,0,0,0,0,0,https://sjmit.ac.in
393,E064,Adhichunchanagiri Institute of Technology Chickmagalur,AI-Artificial Intelligence,,,73117,0,0,71342,0,138245,55440,0,0,50610,0,0,51174,0,0,48454,0,67370,164893,0,0,0,0,0,https://aitckm.in
394,E064,Adhichunchanagiri Institute of Technology Chickmagalur,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170413,0,0,0,0,0,0,0,0,https://aitckm.in
395,E064,Adhichunchanagiri Institute of Technology Chickmagalur,CS-Computer Science,,,38537,0,62783,59852,73059,84847,59650,0,0,36085,0,0,37434,0,45523,32852,70043,44218,141534,0,149312,74116,0,0,https://aitckm.in
396,E064,Adhichunchanagiri Institute of Technology Chickmagalur,EC-Electronics and Communication,,,0,0,0,104959,0,116668,110228,0,0,63873,0,0,79443,0,0,63248,74616,109833,154557,0,164055,105500,0,0,https://aitckm.in
397,E064,Adhichunchanagiri Institute of Technology Chickmagalur,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170214,0,0,0,0,0,0,0,0,https://aitckm.in
398,E064,Adhichunchanagiri Institute of Technology Chickmagalur,IS-Information Science,,,50019,0,0,71469,0,0,107163,0,0,46779,0,70921,0,73040,0,40950,47564,48778,90811,0,0,92135,0,102058,https://aitckm.in
399,E064,Adhichunchanagiri Institute of Technology Chickmagalur,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://aitckm.in
400,E065,Jawaharlal Nehru National College of Engineering Shimoga,AI Artificial Intelligence,,,34713,0,0,36198,0,77062,40090,0,0,33911,0,0,0,0,0,31666,51678,44702,100920,0,104303,57582,0,0,http://jnnce.ac.in/jnndemo/
401,E065,Jawaharlal Nehru National College of Engineering Shimoga,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181206,0,0,0,0,0,0,0,0,http://jnnce.ac.in/jnndemo/
402,E065,Jawaharlal Nehru National College of Engineering Shimoga,CS-Computer Science,,,28005,0,61357,31484,47230,39011,35316,0,45512,24233,0,0,26811,0,28886,19437,44744,26109,51342,110776,122698,26864,0,0,http://jnnce.ac.in/jnndemo/
403,E065,Jawaharlal Nehru National College of Engineering Shimoga,EC-Electronics and Communication,,,39404,0,99762,46335,174625,72198,64289,0,0,40607,0,0,44132,0,75708,37580,153762,71285,98407,0,146298,46841,0,0,http://jnnce.ac.in/jnndemo/
404,E065,Jawaharlal Nehru National College of Engineering Shimoga,EE-Electrical and Electronics,,,150188,0,0,154386,0,0,108571,0,0,166432,0,0,175671,0,0,99445,0,121329,128379,0,0,0,0,0,http://jnnce.ac.in/jnndemo/
405,E065,Jawaharlal Nehru National College of Engineering Shimoga,ET-Electronics and Telecommunications,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178815,0,0,0,0,0,0,0,0,http://jnnce.ac.in/jnndemo/
406,E065,Jawaharlal Nehru National College of Engineering Shimoga,IS-Information Science,,,32693,0,0,36000,0,48130,29733,0,111659,45622,0,52593,28821,0,0,27928,28383,35589,60666,0,63522,43960,0,0,http://jnnce.ac.in/jnndemo/
407,E065,Jawaharlal Nehru National College of Engineering Shimoga,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180928,0,0,0,0,0,0,0,0,http://jnnce.ac.in/jnndemo/
408,E070,"Bahubali College of Engineering Hassan Dist,",CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157767,0,0,0,0,0,0,0,0,https://bce.org.in
409,E070,"Bahubali College of Engineering Hassan Dist,",CS-Computer Science,,,0,0,0,159516,0,0,102879,0,0,92374,0,0,0,0,0,87221,0,109655,181695,0,0,132350,0,0,https://bce.org.in
410,E070,"Bahubali College of Engineering Hassan Dist,",EC-Electronics and Communication,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180892,0,0,0,0,0,0,0,0,https://bce.org.in
411,E070,"Bahubali College of Engineering Hassan Dist,",ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://bce.org.in
412,E071,Vidya Vardhaka College of Engineering Mysuru,AI-Artificial Intelligence,,,40396,0,0,22631,0,0,24789,0,0,24762,0,0,22253,0,0,22078,61890,30656,34465,0,0,24624,0,85960,https://vvce.ac.in
413,E071,Vidya Vardhaka College of Engineering Mysuru,BS-B.Sc (Honours),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163916,0,0,0,0,0,0,0,0,https://vvce.ac.in
414,E071,Vidya Vardhaka College of Engineering Mysuru,AI-Artificial Intelligence,,,39071,0,0,25097,0,59346,30225,0,0,14828,0,0,16892,0,0,14486,48974,38211,34037,0,50881,34890,0,0,https://vvce.ac.in
415,E071,Vidya Vardhaka College of Engineering Mysuru,CE-Civil,,,150191,0,0,114256,0,0,111503,0,0,126944,0,0,104950,0,0,81767,176538,104118,117786,0,176086,0,0,0,https://vvce.ac.in
416,E071,Vidya Vardhaka College of Engineering Mysuru,CS-Computer Science,,,16829,38285,29617,21297,0,31743,24711,0,0,14583,0,0,13124,0,18866,11738,27358,15165,34226,0,54797,26157,0,0,https://vvce.ac.in
417,E071,Vidya Vardhaka College of Engineering Mysuru,EC-Electronics and Communication,,,37457,0,0,37865,38316,88380,30843,0,0,25591,0,0,26865,0,38606,22921,28260,38153,48994,83604,61202,53989,0,0,https://vvce.ac.in
418,E071,Vidya Vardhaka College of Engineering Mysuru,EE-Electrical and Electronics,,,97723,0,0,39627,0,0,65254,0,0,35407,0,66651,34548,0,0,34094,76684,52105,72011,0,0,0,0,0,https://vvce.ac.in
419,E071,Vidya Vardhaka College of Engineering Mysuru,IS-Information Science,,,26939,0,0,25608,0,33244,29043,0,0,16139,55883,22600,18280,0,0,15933,26153,21341,37833,0,41392,36412,0,82024,https://vvce.ac.in
420,E071,Vidya Vardhaka College of Engineering Mysuru,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173514,0,0,0,0,0,0,0,0,https://vvce.ac.in
421,E075,Ballari Institute of Technology and Management Near Allipur Bellary,AI-Artificial Intelligence,,,0,0,0,56981,0,0,0,0,153609,42897,0,0,42399,0,98543,40288,52451,56752,88799,0,0,0,0,0,https://bitm.edu.in
422,E075,Ballari Institute of Technology and Management Near Allipur Bellary,BS-B.Sc(Honours),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159806,0,0,0,0,0,0,0,0,https://bitm.edu.in
423,E075,Ballari Institute of Technology and Management Near Allipur Bellary,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181371,0,0,0,0,0,0,0,0,https://bitm.edu.in
424,E075,Ballari Institute of Technology and Management Near Allipur Bellary,CS-Computer Science,,,24849,0,0,26621,86418,48016,23597,0,0,26396,0,0,0,0,0,22489,0,35914,53425,0,111357,33898,0,0,https://bitm.edu.in
425,E075,Ballari Institute of Technology and Management Near Allipur Bellary,EC-Electronics and Communication,,,83722,0,0,64781,0,79184,68130,0,0,68963,0,0,60903,0,141549,46864,47751,73262,139419,0,0,0,0,0,https://bitm.edu.in
426,E075,Ballari Institute of Technology and Management Near Allipur Bellary,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179521,0,0,0,0,0,0,0,0,https://bitm.edu.in
427,E075,Ballari Institute of Technology and Management Near Allipur Bellary,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174617,0,0,0,0,0,0,0,0,https://bitm.edu.in
428,E076,"Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182776,0,0,0,0,0,0,0,0,http://pdit.ac.in
429,E076,"Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",CS-Computer Science,,,0,0,0,51539,0,0,0,0,0,71175,0,0,0,0,0,48070,67030,0,95247,147455,0,0,0,0,http://pdit.ac.in
430,E076,"Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",EC-Electronics and Communication,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176727,0,0,0,0,0,0,0,0,http://pdit.ac.in
431,E076,"Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171634,0,0,0,0,0,0,0,0,http://pdit.ac.in
432,E076,"Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT",ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://pdit.ac.in
433,E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162489,0,0,0,0,0,0,0,0,http://vidyavikasengineering.com
434,E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CS-Computer Science,,,32966,0,0,44634,0,48543,34791,0,0,33070,0,0,31971,0,0,30221,0,45866,63111,110932,123505,0,0,0,http://vidyavikasengineering.com
435,E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EC-Electronics and Communication,,,101696,0,0,101673,0,112949,79316,0,0,68805,0,0,71056,0,112178,59851,71248,90225,128805,0,0,66961,0,0,http://vidyavikasengineering.com
436,E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178558,0,0,0,0,0,0,0,0,http://vidyavikasengineering.com
437,E077,Vidya Vikas Institute of Engineering and Technology Mysuru,IS-Information Science,,,57738,0,0,58605,0,93943,50631,0,0,42069,0,56386,42300,0,0,40903,106115,48520,67880,0,94303,55202,0,0,http://vidyavikasengineering.com
438,E077,Vidya Vikas Institute of Engineering and Technology Mysuru,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://vidyavikasengineering.com
439,E078,The Oxford College of Engineering Bangalore,AI-Artificial Intelligence,,,55413,0,0,56258,0,0,40277,0,0,39372,0,0,40993,0,0,37693,67815,46173,133345,0,0,0,0,133741,http://www.theoxford.edu/engineering/
440,E078,The Oxford College of Engineering Bangalore,BT-Bio Technology,,,106196,0,0,160575,0,0,90192,0,0,75266,0,0,0,0,0,59504,0,122301,109075,0,0,77253,0,0,http://www.theoxford.edu/engineering/
441,E078,The Oxford College of Engineering Bangalore,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165429,0,0,0,0,0,0,0,0,http://www.theoxford.edu/engineering/
442,E078,The Oxford College of Engineering Bangalore,CS-Computer Science,,,35251,0,36369,40040,67158,47373,39127,0,59523,32263,0,0,33042,0,35012,29826,34717,34414,46815,62821,69748,51079,0,0,http://www.theoxford.edu/engineering/
443,E078,The Oxford College of Engineering Bangalore,EC-Electronics and Communication,,,168424,0,0,160018,0,0,84699,0,0,69655,0,0,79763,0,93675,60333,76758,87538,155942,0,0,82025,0,0,http://www.theoxford.edu/engineering/
444,E078,The Oxford College of Engineering Bangalore,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179098,0,0,0,0,0,0,0,0,http://www.theoxford.edu/engineering/
445,E078,The Oxford College of Engineering Bangalore,IS-Information Science,,,55599,0,62411,52860,0,72446,43831,0,0,39576,0,0,42398,44013,0,36809,39452,42226,81814,0,104847,61066,0,0,http://www.theoxford.edu/engineering/
446,E078,The Oxford College of Engineering Bangalore,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151874,0,0,0,0,0,0,0,0,http://www.theoxford.edu/engineering/
447,E078,The Oxford College of Engineering Bangalore,MT-Mechanical Testing,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142501,0,0,0,0,0,0,0,0,http://www.theoxford.edu/engineering/
448,E079,Acharya Institute of Technology Bangalore,AE-Aeronautical Engineering,,,88306,0,0,59918,0,172893,65189,0,0,68745,0,0,0,0,0,39258,63398,56680,108741,0,143959,0,0,0,https://www.acharya.ac.in
449,E079,Acharya Institute of Technology Bangalore,AI-Artificial Intelligence,,,42862,0,0,36920,0,56516,25393,0,0,24479,0,0,26440,0,0,24259,0,35997,65101,0,82397,0,0,0,https://www.acharya.ac.in
450,E079,Acharya Institute of Technology Bangalore,AU-Automobile,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174622,0,0,0,0,0,0,0,0,https://www.acharya.ac.in
451,E079,Acharya Institute of Technology Bangalore,BT-Bio Technology,,,0,0,0,99565,0,0,100048,0,0,57003,0,0,70473,0,0,52713,0,70205,142868,0,0,174037,0,0,https://www.acharya.ac.in
452,E079,Acharya Institute of Technology Bangalore,CT-Construction Technology Management,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162613,0,0,0,0,0,0,0,0,https://www.acharya.ac.in
453,E079,Acharya Institute of Technology Bangalore,CS-Computer Science,,,30507,0,37882,24583,36760,26792,25983,0,74343,18692,0,0,18662,0,28008,17906,24588,22217,47354,65689,71396,38436,0,0,https://www.acharya.ac.in
454,E079,Acharya Institute of Technology Bangalore,EC-Electronics and Communication,,,48317,0,0,50675,0,63290,71007,0,0,36935,0,0,41310,60172,53565,36723,55379,45739,122461,0,172603,67709,0,0,https://www.acharya.ac.in
455,E079,Acharya Institute of Technology Bangalore,EE-Electrical and Electronics,,,135000,0,0,133991,0,0,131477,0,0,77125,0,0,88250,0,0,72766,92004,105209,139052,0,0,89544,0,0,https://www.acharya.ac.in
456,E079,Acharya Institute of Technology Bangalore,IS-Information Science,,,31967,0,0,30233,0,36728,36672,63712,0,21966,0,0,23653,0,30639,21884,25956,30178,68596,0,76484,39453,0,0,https://www.acharya.ac.in
457,E079,Acharya Institute of Technology Bangalore,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179233,0,0,0,0,0,0,0,0,https://www.acharya.ac.in
458,E079,Acharya Institute of Technology Bangalore,MT-Mechanical Testing,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180743,0,0,0,0,0,0,0,0,https://www.acharya.ac.in
459,E081,H M S Institute of Technology Tumkur,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hmsit.ac.in
460,E081,H M S Institute of Technology Tumkur,CS-Computer Science,,,112792,0,0,151241,157236,161691,104288,0,0,97558,0,0,103923,0,107008,95952,111722,105363,175173,0,0,143845,0,0,https://www.hmsit.ac.in
461,E081,H M S Institute of Technology Tumkur,EC-Electronics and Communication,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181973,0,0,0,0,0,0,0,0,https://www.hmsit.ac.in
462,E081,H M S Institute of Technology Tumkur,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hmsit.ac.in
463,E081,H M S Institute of Technology Tumkur,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.hmsit.ac.in
464,E082,J S S Academy of Technical Education Bangalore,AI-Artificial Intelligence,,,31658,0,0,30906,0,47465,27169,0,0,19497,0,0,0,0,0,18624,63344,35021,77467,0,119870,70359,0,0,https://jssateb.ac.in
