S.No.,Code,Name,Branch,2020,2019,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,links
1,E001,University Visveswariah College of Engineering Bangalore,AI-Artificial Intelligence ,,,19290,0,0,10208,23070,14859,11219,0,0,5912,0,15254,5977,0,0,5891,7512,13336,29638,53754,30827,16716,0,20891,https://uvce.ac.in
2,E001,University Visveswariah College of Engineering Bangalore,CE-Civil,,,85688,0,93078,69783,75697,95973,83592,0,96030,53856,0,63267,59545,0,60337,41380,57100,58101,75535,76748,87304,42512,0,0,https://uvce.ac.in
3,E001,University Visveswariah College of Engineering Bangalore,CS-Computer Science,,,3151,0,0,4133,8767,5345,9313,0,0,3263,0,0,3932,0,0,2579,7054,5048,16140,16694,23646,11788,0,13006,https://uvce.ac.in
4,E001,University Visveswariah College of Engineering Bangalore,EC-Electronics and Communications,,,14623,18177,25952,12355,0,18461,16731,0,17724,8814,0,14305,10460,14951,13993,8474,11650,13808,35191,0,40847,19814,0,0,https://uvce.ac.in
5,E001,University Visveswariah College of Engineering Bangalore,EE-Electrical and Electronics,,,28873,0,0,32458,0,45902,25644,89944,0,23360,45607,0,26953,0,28813,18916,29031,28175,47675,0,49077,31406,0,0,https://uvce.ac.in
6,E001,University Visveswariah College of Engineering Bangalore,IS-Information Science,,,7477,0,0,7384,0,11255,10273,0,0,5121,0,0,4702,0,0,4304,6566,5951,25719,0,30896,13016,17615,14699,https://uvce.ac.in
7,E001,University Visveswariah College of Engineering Bangalore,ME-Mechanical,,,101314,0,0,94040,115084,141557,80818,0,115545,51521,0,82218,61271,109399,84367,43447,59959,76682,132354,149497,169571,84043,0,0,https://uvce.ac.in
8,E002,S K S J T Institute of Engineering. Bangalore,CE-Civil,,,109873,0,0,128807,0,162869,103601,0,0,87836,0,0,88188,0,103994,80554,99399,101023,106560,137427,109757,104710,0,0,https://gsksjti.ac.in
9,E002,S K S J T Institute of Engineering. Bangalore,CS-Computer Science,,,21682,0,0,21326,31176,21503,22494,0,28071,16143,0,22296,17379,0,0,15092,21397,19096,34605,0,43113,23879,0,0,https://gsksjti.ac.in
10,E002,S K S J T Institute of Engineering. Bangalore,EC-Electronics and Communication,,,44174,0,0,33910,36276,41407,56237,0,0,32874,0,0,33118,0,0,26495,28887,30976,46375,109435,50279,28759,0,62027,https://gsksjti.ac.in
11,E002,S K S J T Institute of Engineering. Bangalore,ST-Silk Technology,,,110116,0,0,102542,0,0,0,0,0,0,0,0,135518,0,0,79658,121845,111754,122708,0,0,128822,0,0,https://gsksjti.ac.in
12,E002,S K S J T Institute of Engineering. Bangalore,TX-Textile,,,116908,0,0,151329,0,0,144354,0,0,103504,0,0,137766,155803,0,100403,0,118216,155224,0,0,0,0,0,https://gsksjti.ac.in
13,E003,"B M S College of Engineering Basavanagudi,Bangalore",CE-Civil,,,44031,0,124660,65253,151829,0,55425,0,0,33955,0,0,40490,0,83239,27793,38065,42321,71265,86971,137114,45047,0,0,https://www.bmsce.ac.in
14,E003,"B M S College of Engineering Basavanagudi,Bangalore",EC-Electronics and Communication,,,3676,0,0,7316,0,8432,6382,0,0,2705,0,9568,5081,9275,0,2595,6222,7022,23400,0,40824,16899,0,0,https://www.bmsce.ac.in
15,E003,"B M S College of Engineering Basavanagudi,Bangalore",EE-Electrical and Electronics,,,14659,0,0,19339,0,28879,24490,0,0,11708,0,27360,15153,37545,26047,11188,21856,23192,28822,0,51005,41005,0,0,https://www.bmsce.ac.in
16,E003,"B M S College of Engineering Basavanagudi,Bangalore",IM-Industrial Management,,,97914,0,0,144109,0,0,68968,0,0,55006,0,95006,54429,0,0,34923,91360,92980,153834,0,168129,90666,0,0,https://www.bmsce.ac.in
17,E003,"B M S College of Engineering Basavanagudi,Bangalore",ME-Mechanical,,,60619,0,0,58338,0,0,15149,175764,163613,24814,0,0,30213,0,0,14398,34809,29546,111211,0,0,36374,0,0,https://www.bmsce.ac.in
18,E004,Dr. Ambedkar Institute Of Technology Bangalore,CE-Civil,,,128956,0,0,177834,0,0,0,0,0,95767,0,0,86384,0,154814,79807,107186,112080,128879,159082,164964,131591,0,0,https://www.drait.edu.in
19,E004,Dr. Ambedkar Institute Of Technology Bangalore,CS-Computers,,,12114,0,22237,14140,0,17816,11827,0,0,10284,0,0,10810,19034,18395,10234,16776,12690,31060,0,41239,18470,0,0,https://www.drait.edu.in
20,E004,Dr. Ambedkar Institute Of Technology Bangalore,EC-Electronics and Communications,,,28351,0,29503,26528,27239,38666,29303,0,112649,22249,0,0,22709,0,29897,17981,26200,20946,45123,50041,73202,45314,0,0,https://www.drait.edu.in
21,E004,Dr. Ambedkar Institute Of Technology Bangalore,EE-Electrical and Electronics,,,40008,0,0,61847,105425,78543,49806,0,112013,45305,0,49297,55308,0,0,38646,42229,45009,51283,80208,74612,62044,0,0,https://www.drait.edu.in
22,E004,Dr. Ambedkar Institute Of Technology Bangalore,EI-Electronics and Instrumentation,,,67755,0,0,138497,0,0,142400,0,0,72514,0,96741,95638,0,144625,64457,64924,92927,130599,0,0,95407,0,0,https://www.drait.edu.in
23,E004,Dr. Ambedkar Institute Of Technology Bangalore,ET-Electronics and Telecommunication,,,59551,0,0,75179,0,115706,113434,0,0,53378,68092,0,56201,0,0,43639,52095,66395,106529,0,0,44171,0,0,https://www.drait.edu.in
24,E004,Dr. Ambedkar Institute Of Technology Bangalore,IM-Industrial Management,,,124878,0,0,158160,0,0,126653,0,0,131681,0,0,123568,0,0,115153,142126,145762,0,0,0,0,0,0,https://www.drait.edu.in
25,E004,Dr. Ambedkar Institute Of Technology Bangalore,ME-Mechanical,,,164949,0,0,0,0,0,151044,0,0,156309,0,0,167253,0,0,128373,174167,157305,176055,0,0,178724,0,0,https://www.drait.edu.in
26,E005,R. V. College of Engineering Bangalore,AI-Artificial Intelligence,,,1402,0,0,2161,0,2422,1075,0,0,1569,0,0,0,0,0,614,9577,2293,18881,0,36433,13649,0,0,https://www.rvce.edu.in
27,E005,R. V. College of Engineering Bangalore,BT-Bio Technology,,,16477,0,0,20855,0,0,21674,0,0,11301,0,0,7533,0,0,7456,75079,15968,31095,0,0,0,0,70811,https://www.rvce.edu.in
28,E005,R. V. College of Engineering Bangalore,CE-Civil,,,25032,0,105831,50373,134668,58823,43893,0,0,27802,0,0,31532,0,40670,22445,29525,34541,35822,0,107892,41544,0,0,https://www.rvce.edu.in
29,E005,R. V. College of Engineering Bangalore,CH-Chemical,,,0,0,0,20317,0,0,0,0,0,0,0,0,11323,0,0,9180,0,15669,75473,0,0,45227,0,57361,https://www.rvce.edu.in
30,E005,R. V. College of Engineering Bangalore,CS-Computer Science,,,593,0,3938,773,895,1051,650,0,1749,610,0,0,1003,0,1453,315,759,694,7102,7709,9123,3308,0,0,https://www.rvce.edu.in
31,E005,R. V. College of Engineering Bangalore,EC-Electronics and Communication,,,2582,0,7105,4030,6204,4528,4975,0,0,1864,0,4255,1576,0,5107,1303,2546,4193,11921,0,17093,7194,0,0,https://www.rvce.edu.in
32,E005,R. V. College of Engineering Bangalore,EE-Electrical and Electronics,,,12789,0,0,14681,0,41855,15576,0,0,5062,0,0,6419,41481,0,4031,0,12067,17042,0,38031,0,0,0,https://www.rvce.edu.in
33,E005,R. V. College of Engineering Bangalore,EI-Electronics and Instrumentation,,,17932,0,0,12380,0,26292,26506,0,0,9688,0,0,9176,0,0,6238,32168,16740,55902,0,0,0,0,0,https://www.rvce.edu.in
34,E005,R. V. College of Engineering Bangalore,ET-Electronics and Telecommunication,,,13919,0,0,8607,0,17299,5585,0,0,14501,0,0,8156,0,0,4737,13954,6284,30030,0,51704,10007,0,0,https://www.rvce.edu.in
35,E005,R. V. College of Engineering Bangalore,IE Info.Science,,,1627,0,0,1223,0,2155,1058,6949,0,1228,0,0,1015,0,0,430,0,882,11366,0,12986,0,0,0,https://www.rvce.edu.in
36,E005,R. V. College of Engineering Bangalore,IM-Industrial Management,,,86631,0,0,53042,0,0,46437,0,0,46098,0,49981,35023,0,0,16132,94851,39797,70959,0,0,0,0,0,https://www.rvce.edu.in
37,E005,R. V. College of Engineering Bangalore,ME-Mechanical,,,20903,0,0,26588,0,35887,15901,0,75643,18683,107009,0,8148,0,0,7801,27970,33930,62756,0,75462,40757,0,0,https://www.rvce.edu.in
38,E005,R. V. College of Engineering Bangalore,AE-Aerospace,,,4228,0,0,15976,0,25213,9202,0,0,4716,0,0,9291,0,0,3510,0,13776,20089,28531,65673,0,0,0,https://www.rvce.edu.in
39,E006,M S Ramaiah Institute of Technology Bangalore,AD-Artificial Intelligence and Data Science,,,7583,0,0,6567,0,14625,4513,0,0,3466,0,0,4161,0,0,2604,13823,6646,16091,0,55345,10156,0,0,http://www.msrit.edu
40,E006,M S Ramaiah Institute of Technology Bangalore,AI-Artificial Intelligence,,,0,0,0,6294,0,14162,5106,0,0,4563,0,0,3898,0,0,2235,0,6906,23226,47358,65811,15978,0,0,http://www.msrit.edu
41,E006,M S Ramaiah Institute of Technology Bangalore,BT-Bio Technology,,,31831,0,0,17915,0,28273,24629,0,0,14096,0,0,15542,0,0,10843,51172,20775,39024,0,63042,0,0,0,http://www.msrit.edu
42,E006,M S Ramaiah Institute of Technology Bangalore,AI-Artificial Intelligence,,,3675,0,0,3320,18704,5943,3526,0,0,2036,0,0,1821,0,0,1293,0,2296,16172,0,44402,0,0,0,http://www.msrit.edu
43,E006,M S Ramaiah Institute of Technology Bangalore,CE-Civil,,,48351,0,0,97526,0,0,79934,0,0,41295,0,0,54090,0,61775,37289,54343,51160,63378,79183,99912,71824,0,0,http://www.msrit.edu
44,E006,M S Ramaiah Institute of Technology Bangalore,CH-Chemical,,,45155,0,0,50626,0,0,47381,0,0,28353,0,0,28578,0,0,28213,0,71024,113596,0,0,54638,0,0,http://www.msrit.edu
45,E006,M S Ramaiah Institute of Technology Bangalore,CS-Computer Science,,,1024,0,0,2275,0,2328,1163,0,7549,989,0,0,1405,0,2707,962,1620,1666,7462,15974,11720,3549,0,0,http://www.msrit.edu
46,E006,M S Ramaiah Institute of Technology Bangalore,CY CS-Cyber Security,,,3773,0,0,4152,0,0,2896,0,0,4491,0,0,3663,0,0,1913,3485,5152,21604,0,0,0,0,34285,http://www.msrit.edu
47,E006,M S Ramaiah Institute of Technology Bangalore,EE-Electrical and Electronics,,,15044,0,0,21623,0,44687,24098,0,0,8237,0,0,12585,0,0,7536,37626,12418,33327,40783,48319,0,0,0,http://www.msrit.edu
48,E006,M S Ramaiah Institute of Technology Bangalore,EI-Electronics and Instrumentation,,,26597,0,0,26252,0,55041,42673,0,0,16971,0,0,19005,0,0,15181,30467,33286,52951,0,76706,0,0,0,http://www.msrit.edu
49,E006,M S Ramaiah Institute of Technology Bangalore,ET-Electronics and Telecommunication,,,22046,0,0,11150,0,0,26471,0,0,9181,0,35121,10202,89333,0,8707,24388,28300,75871,0,0,0,0,0,http://www.msrit.edu
50,E006,M S Ramaiah Institute of Technology Bangalore,IM-Industrial Management,,,120545,0,0,62888,0,0,63365,0,0,48581,0,0,36953,0,0,33998,0,77399,73808,0,0,149621,0,0,http://www.msrit.edu
51,E006,M S Ramaiah Institute of Technology Bangalore,ME-Mechanical,,,43826,0,0,58969,0,113093,43653,0,0,40075,0,59433,21981,0,50186,16760,39694,46148,64363,0,0,65684,0,0,http://www.msrit.edu
52,E007,Dayananda Sagar College of Engineering Bangalore,AI-Artificial Intelligence,,,23405,0,0,10184,0,16092,9247,0,0,7038,0,0,5635,0,0,4547,0,12266,41344,84031,120910,0,0,0,https://www.dsu.edu.in/
53,E007,Dayananda Sagar College of Engineering Bangalore,AU-Automobile,,,100485,0,0,150032,0,0,99932,0,0,65705,0,0,0,0,0,65688,0,66277,88674,0,0,0,0,0,https://www.dsu.edu.in/
54,E007,Dayananda Sagar College of Engineering Bangalore,BT-Bio Technology,,,27781,0,0,28726,0,0,27407,0,0,20976,0,0,29636,0,0,16348,91728,53196,62103,0,0,31571,0,0,https://www.dsu.edu.in/
55,E007,Dayananda Sagar College of Engineering Bangalore,CD-Computer Sc. and design ,,,16724,0,0,10664,0,21928,20046,0,0,10033,0,0,8193,36487,0,6957,0,14515,44584,0,46548,0,0,0,https://www.dsu.edu.in/
56,E007,Dayananda Sagar College of Engineering Bangalore,CE-Civil,,,173994,0,0,167905,0,0,175880,0,0,114932,0,0,176082,0,0,96515,142643,176442,173058,0,0,166484,0,0,https://www.dsu.edu.in/
57,E007,Dayananda Sagar College of Engineering Bangalore,CH-Chemical,,,70695,0,0,113417,0,145635,80211,0,0,49328,0,0,72025,179286,0,42914,0,98915,162896,0,0,158109,0,0,https://www.dsu.edu.in/
58,E007,Dayananda Sagar College of Engineering Bangalore,CS-Computer Science,,,7559,0,12880,8200,16088,9906,9506,0,14311,4535,0,0,5527,0,7799,3670,7187,7254,23130,32451,34631,10901,0,0,https://www.dsu.edu.in/
59,E007,Dayananda Sagar College of Engineering Bangalore,EC-Electronics and Communication,,,16586,0,27833,18482,42775,26195,21039,0,0,11238,0,19439,13342,0,20820,10800,16914,18037,42255,69078,89132,27480,0,0,https://www.dsu.edu.in/
60,E007,Dayananda Sagar College of Engineering Bangalore,EE-Electrical and Electronics,,,41465,0,0,55560,0,68944,31252,0,56274,28094,0,0,37205,0,68912,27975,47131,40035,60935,0,140279,52697,54583,0,https://www.dsu.edu.in/
61,E007,Dayananda Sagar College of Engineering Bangalore,EI-Electronics and Instrumentation,,,85410,0,0,86230,0,137351,101357,0,0,113780,0,0,44875,0,0,35495,0,69934,156443,0,0,0,0,0,https://www.dsu.edu.in/
62,E007,Dayananda Sagar College of Engineering Bangalore,ET-Electronics and Telecommunication,,,57894,0,0,52677,0,79617,53646,0,0,40103,0,133496,34847,0,88512,32103,60485,78793,81631,0,0,74902,0,0,https://www.dsu.edu.in/
63,E007,Dayananda Sagar College of Engineering Bangalore,EI-Electronics and Instrumentation,,,8866,0,0,9387,0,10948,6926,26015,33122,6381,0,9197,5942,0,0,5305,20687,8953,30027,0,73766,16786,0,0,https://www.dsu.edu.in/
64,E007,Dayananda Sagar College of Engineering Bangalore,MD-Medical Electronics,,,122015,0,0,106011,0,0,59046,0,0,88747,0,0,147519,0,0,55091,104133,135079,182606,0,0,78492,0,0,https://www.dsu.edu.in/
65,E007,Dayananda Sagar College of Engineering Bangalore,ME-Mechanical,,,156870,0,0,181688,0,0,140641,0,0,112459,0,0,118110,0,0,78484,113464,163305,182217,0,0,134472,0,0,https://www.dsu.edu.in/
66,E008,Bangalore Institute of Technology Bangalore,AI-Artificial Intelligence,,,11131,0,0,11325,0,20586,11483,0,0,9292,0,0,9524,0,0,8463,24713,18098,39989,0,106501,0,0,0,https://bit-bangalore.edu.in
67,E008,Bangalore Institute of Technology Bangalore,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180506,0,0,0,0,0,0,0,0,https://bit-bangalore.edu.in
68,E008,Bangalore Institute of Technology Bangalore,CS-Computer Science,,,7323,0,20365,9088,17852,13289,11722,0,19059,4955,0,0,6013,0,8820,4482,12323,8723,24644,29971,28148,13883,0,0,https://bit-bangalore.edu.in
69,E008,Bangalore Institute of Technology Bangalore,EC-Electronics and Communication,,,25401,0,37032,19677,23233,24883,25010,0,0,12638,0,21735,14845,0,19154,12413,20851,19062,48298,49664,68505,32154,0,0,https://bit-bangalore.edu.in
70,E008,Bangalore Institute of Technology Bangalore,EE-Electrical and Electronics,,,49842,0,0,51300,0,116790,36005,0,0,29939,0,0,48830,0,0,29737,66923,35196,66673,0,0,0,0,0,https://bit-bangalore.edu.in
71,E008,Bangalore Institute of Technology Bangalore,EI-Electronics and Instrumentation,,,0,0,0,76141,0,111717,96653,0,0,62560,0,0,97269,0,133868,62507,0,105984,159173,0,0,79487,0,0,https://bit-bangalore.edu.in
72,E008,Bangalore Institute of Technology Bangalore,ET-Electronics and Telecommunication,,,130936,0,0,43676,0,0,87795,0,0,32592,0,0,40863,0,0,25127,86414,55126,100503,0,146434,0,0,0,https://bit-bangalore.edu.in
73,E008,Bangalore Institute of Technology Bangalore,IS-Information Science,,,10228,0,0,10593,0,15909,11901,0,47362,7304,16753,0,7475,0,0,6987,15443,9184,30377,0,68927,25835,0,32917,https://bit-bangalore.edu.in
74,E008,Bangalore Institute of Technology Bangalore,IM-Industrial Management,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179104,0,0,0,0,0,0,0,0,https://bit-bangalore.edu.in
75,E008,Bangalore Institute of Technology Bangalore,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178299,0,0,0,0,0,0,0,0,https://bit-bangalore.edu.in
76,E009,P E S University (Ring Road Campus) Bangalore,BT-Bio Technology,,,33251,0,0,18526,0,0,22405,0,0,9480,0,0,12058,0,0,8336,176920,25550,45932,0,0,0,0,99370,https://pes.edu
77,E009,P E S University (Ring Road Campus) Bangalore,CS-Computer Science,,,2154,6336,9590,2784,12339,5939,3446,0,6343,1393,0,4221,1665,7919,3656,763,5274,2629,13626,25588,26823,10879,0,11421,https://pes.edu
78,E009,P E S University (Ring Road Campus) Bangalore,EC-Electronics and Communication,,,10304,0,11477,10090,19527,20963,16074,30134,17384,6047,0,9949,5987,0,11780,3072,11767,8734,29992,80843,39312,20092,0,0,https://pes.edu
79,E009,P E S University (Ring Road Campus) Bangalore,EE-Electrical and Electronics,,,26458,0,0,21849,0,32051,9158,0,0,9993,0,25939,21360,0,0,8272,39480,23403,42345,54766,111595,15325,165771,0,https://pes.edu
80,E009,P E S University (Ring Road Campus) Bangalore,ME-Mechanical,,,42636,0,0,74226,0,0,45358,0,0,40514,0,0,50478,0,0,20398,86228,165802,84156,0,0,35655,0,0,https://pes.edu
81,E011,M V J College of Engineering Bangalore,AE-Aerospace,,,166545,0,0,171942,0,0,67994,0,88723,62310,0,103404,73851,0,0,61319,183152,88017,179115,0,0,105441,0,0,https://mvjce.edu.in/
82,E011,M V J College of Engineering Bangalore,AI-Artificial Intelligence,,,0,0,0,32568,0,0,32661,0,0,27865,0,0,0,0,0,27560,41215,43092,76716,0,0,52400,0,67098,https://mvjce.edu.in/
83,E011,M V J College of Engineering Bangalore,CD-Computer Sc. And design ,,,47359,0,0,48364,0,92212,40507,0,0,36033,0,0,54773,0,0,35560,80590,58771,103540,110360,0,0,0,0,https://mvjce.edu.in/
84,E011,M V J College of Engineering Bangalore,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173437,0,0,0,0,0,0,0,0,https://mvjce.edu.in/
85,E011,M V J College of Engineering Bangalore,CH-Chemical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171423,0,0,0,0,0,0,0,0,https://mvjce.edu.in/
86,E011,M V J College of Engineering Bangalore,CS-Computers,,,33592,0,42913,34356,45390,38051,27155,0,0,22159,0,0,21975,0,30177,20679,25724,28758,45469,50351,0,45710,0,0,https://mvjce.edu.in/
87,E011,M V J College of Engineering Bangalore,DS-Computer Science and Data Sceince,,,35430,0,0,43263,81795,0,37380,0,0,29865,0,51694,30537,0,0,28310,0,48737,75821,0,0,0,0,0,https://mvjce.edu.in/
88,E011,M V J College of Engineering Bangalore,EC-Electronics and Communication,,,116965,0,121899,74014,0,142036,83782,0,0,54448,0,0,57347,83642,80248,46727,59331,72010,168373,0,178818,109727,0,0,https://mvjce.edu.in/
89,E011,M V J College of Engineering Bangalore,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170693,0,0,0,0,0,0,0,0,https://mvjce.edu.in/
90,E011,M V J College of Engineering Bangalore,IS-Information Science,,,39025,0,0,36960,0,43124,33967,0,38451,26668,0,0,26385,0,36356,25822,31782,35238,73441,0,96890,32157,0,0,https://mvjce.edu.in/
91,E011,M V J College of Engineering Bangalore,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180098,0,0,0,0,0,0,0,0,https://mvjce.edu.in/
92,E011,M V J College of Engineering Bangalore,IO CS-Internet Things,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181602,0,0,0,0,0,0,0,0,https://mvjce.edu.in/
93,E011,M V J College of Engineering Bangalore,AE-Aerospace,,,71419,0,0,140826,0,0,83064,0,161052,83394,0,0,74027,0,0,47423,0,69430,150447,0,0,70471,0,0,https://mvjce.edu.in/
94,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",BT-Bio Technology,,,46750,0,0,36676,0,0,0,0,0,39650,0,0,33343,0,0,28046,56618,36946,64689,0,73653,86541,0,0,https://www.sirmvit.edu
95,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176975,0,0,0,0,0,0,0,0,https://www.sirmvit.edu
96,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",CS-Computer Science,,,14752,0,31809,12248,17159,15104,14531,0,0,9320,0,0,9122,0,14477,8689,12272,13274,27277,0,30691,17002,0,0,https://www.sirmvit.edu
97,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",EC-Electronics and Communication,,,38082,0,0,24319,0,30003,39716,0,70509,21045,0,0,19051,0,0,17750,26625,28502,48370,90149,157745,34068,0,0,https://www.sirmvit.edu
98,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",EE-Electrical and Electronics,,,75888,0,0,97740,145114,0,87350,0,0,62276,0,0,87202,0,146220,56639,57018,74070,162645,0,0,61689,0,0,https://www.sirmvit.edu
99,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",EI-Electronics and Instrumentation,,,18534,0,0,15822,0,0,24341,0,0,11141,0,17715,10415,27717,0,10144,23302,14361,40627,0,0,0,0,0,https://www.sirmvit.edu
100,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181687,0,0,0,0,0,0,0,0,https://www.sirmvit.edu
101,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",TX-Textile,,,0,0,0,176140,0,0,129048,0,0,51358,0,0,77024,0,0,50310,0,125692,140863,0,0,0,0,0,https://www.sirmvit.edu
102,E013,Ghousia Engineering College Ramanagara,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157841,0,0,0,0,0,0,0,0,https://www.ghousiaedu.org
103,E013,Ghousia Engineering College Ramanagara,CS-Computer Science,,,114993,0,0,131307,0,0,75473,0,0,76730,0,0,119176,0,139259,74850,80537,99248,143312,0,0,127974,0,0,https://www.ghousiaedu.org
104,E013,Ghousia Engineering College Ramanagara,EC-Electronics and Communication,,,138161,0,0,182214,0,0,122871,0,0,125792,0,0,163416,0,0,118685,0,139564,151597,0,0,0,0,0,https://www.ghousiaedu.org
105,E013,Ghousia Engineering College Ramanagara,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141115,0,0,0,0,0,0,0,0,https://www.ghousiaedu.org
106,E013,Ghousia Engineering College Ramanagara,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.ghousiaedu.org
107,E014,S J C Institute of Technology Chickballapur,AE-Aerospace,,,0,0,0,167194,0,0,144571,0,0,112718,0,0,166474,0,0,100901,176936,159583,182676,0,0,103665,0,0,https://sjcit.ac.in
108,E014,S J C Institute of Technology Chickballapur,BS-B.Sc(Honours),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182815,0,0,0,0,0,0,0,0,https://sjcit.ac.in
109,E014,S J C Institute of Technology Chickballapur,AI-Artificial Intelligence,,,116744,166034,0,67593,0,0,67356,0,0,46985,0,0,45315,0,0,43249,0,55389,82369,0,0,0,0,135449,https://sjcit.ac.in
110,E014,S J C Institute of Technology Chickballapur,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170928,0,0,0,0,0,0,0,0,https://sjcit.ac.in
111,E014,S J C Institute of Technology Chickballapur,CK-Civil Engg (Kannada),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://sjcit.ac.in
112,E014,S J C Institute of Technology Chickballapur,CS-Computers,,,41652,0,119950,48943,0,123612,34017,0,0,36462,0,0,45470,0,62748,28413,62901,38486,92042,95890,96829,41552,0,0,https://sjcit.ac.in
113,E014,S J C Institute of Technology Chickballapur,EC-Electronics and Communication,,,164507,0,0,159041,0,0,130161,0,156080,79276,0,114205,171785,0,0,74258,127636,113663,181514,0,0,142182,0,0,https://sjcit.ac.in
114,E014,S J C Institute of Technology Chickballapur,IS-Information Science,,,85344,0,0,64892,0,82684,53993,0,0,43228,93720,66241,74265,0,0,39808,92268,53688,77764,0,103290,62279,0,0,https://sjcit.ac.in
115,E014,S J C Institute of Technology Chickballapur,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://sjcit.ac.in
116,E014,S J C Institute of Technology Chickballapur,AE-Aerospace,,,0,0,0,139002,0,0,126752,0,0,107476,0,0,101273,0,0,100302,0,151282,169219,0,0,103458,0,0,https://sjcit.ac.in
117,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,CE-Civil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183204,0,0,0,0,0,0,0,0,https://drttit.gvet.edu.in
118,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,CS-Computer Science,,,102596,0,0,112911,0,182832,98956,0,0,72283,0,0,85427,0,0,70027,96063,98092,104849,166637,177624,142259,0,0,https://drttit.gvet.edu.in
119,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,EC-Electronics and Communication,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181179,0,0,0,0,0,0,0,0,https://drttit.gvet.edu.in
120,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,EE-Electrical and Electronics,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173786,0,0,0,0,0,0,0,0,https://drttit.gvet.edu.in
121,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,ME-Mechanical,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180889,0,0,0,0,0,0,0,0,https://drttit.gvet.edu.in
122,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,MN-Mining Engineering,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172599,0,0,0,0,0,0,0,0,https://drttit.gvet.edu.in
123,E016,Siddaganga Institute of Technology Tumkur,AD-Artificial Intelligence and Data Science,,,12037,0,0,16170,0,18581,23435,0,0,11666,0,0,11701,0,0,10369,22299,13902,34074,0,49216,0,0,0,http://www.sit.ac.in/
124,E016,Siddaganga Institute of Technology Tumkur,BT-Bio Technology,,,0,0,0,51589,0,0,0,0,0,0,0,0,0,0,0,32586,0,58521,76991,0,0,112486,0,0,http://www.sit.ac.in/
125,E016,Siddaganga Institute of Technology Tumkur,CE-Civil,,,57901,0,0,76329,0,0,49780,0,0,45285,0,0,54738,0,0,42386,55568,97552,65324,0,0,53791,0,0,http://www.sit.ac.in/
126,E016,Siddaganga Institute of Technology Tumkur,CH-Chemical,,,130628,0,0,114023,0,0,82033,0,0,70364,0,0,64945,0,0,63937,95199,115543,178069,0,0,0,0,0,http://www.sit.ac.in/
