S.No.,Code,Name,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
19,E004,Dr. Ambedkar Institute Of Technology Bangalore,EC-Electronics and Communications,22931,0,27895,21725,29586,27711,26722,0,49976,14717,0,0,16801,0,18242,14356,18374,16207,45370,46206,60098,32232,0,0
20,E004,Dr. Ambedkar Institute Of Technology Bangalore,EE-Electrical and Electronics,30664,0,0,38071,0,39720,26628,0,115949,25661,0,0,28261,29222,37660,24684,27048,28397,59124,0,82278,46505,0,0
21,E004,Dr. Ambedkar Institute Of Technology Bangalore,EI-Electronics and Instrumentation,78852,105690,0,71619,0,85211,0,0,0,63396,0,101507,80368,0,0,46893,70271,78192,139381,0,0,53200,0,0
22,E004,Dr. Ambedkar Institute Of Technology Bangalore,IM-Industrial Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139418,0,0,0,0,0,0,0,0
23,E004,Dr. Ambedkar Institute Of Technology Bangalore,ME-Mechanical,61449,0,0,99315,0,136051,87978,0,0,42718,0,48749,54582,0,57351,39811,59799,47912,91473,109107,100041,61961,0,0
24,E005,R. V. College of Engineering Bangalore,BT-Bio Technology,11044,0,0,12415,0,38299,12371,0,0,11518,0,0,9211,0,0,5607,0,26380,36895,0,71301,0,0,0
25,E005,R. V. College of Engineering Bangalore,CE-Civil,11158,0,0,15755,19533,18464,11264,0,0,8879,0,16651,11551,0,0,8037,8563,12250,19356,0,24599,13388,0,0
26,E005,R. V. College of Engineering Bangalore,CH-Chemical,0,0,0,16261,0,0,0,0,0,0,0,0,17145,0,0,2557,11363,6754,37382,0,0,67726,0,0
27,E005,R. V. College of Engineering Bangalore,CS-Computer Science,964,0,1770,734,4041,1236,798,0,2980,728,0,0,307,0,787,230,1195,732,3385,5689,12999,5815,0,0
28,E005,R. V. College of Engineering Bangalore,EC-Electronics and Communications,1640,0,4594,2077,7700,2988,1564,0,0,1505,0,0,2044,0,3503,710,1784,1369,11485,32868,25461,3071,0,0
29,E005,R. V. College of Engineering Bangalore,EE-Electrical and Electronics,0,0,0,5955,0,0,4725,0,0,2912,0,0,5393,0,0,2367,9441,5140,7551,0,0,10217,0,10619
30,E005,R. V. College of Engineering Bangalore,EI-Electronics and Instrumentation,14421,0,0,14978,0,20763,12569,0,0,5982,0,0,6756,27389,0,5850,0,17227,51601,0,57946,0,0,0
31,E005,R. V. College of Engineering Bangalore,IS-Information Science,1703,11540,0,2165,0,0,2228,0,0,1274,0,4426,1506,0,0,522,0,2170,16916,0,0,0,0,0
32,E005,R. V. College of Engineering Bangalore,IM-Industrial Management,62875,0,0,35792,0,63300,22105,0,0,16421,0,0,25886,0,0,16026,44787,26756,96568,0,0,0,0,0
33,E005,R. V. College of Engineering Bangalore,ME-Mechanical,4337,0,0,6684,0,8109,8035,22697,15969,7207,0,0,3226,0,6453,3032,17789,5577,13404,0,15368,15813,0,0
34,E006,M S Ramaiah Institute of Technology Bangalore,BT-Bio Technology,35389,0,0,20021,0,34559,16682,0,0,17459,0,0,23085,0,0,11829,30896,12333,71539,0,77255,36932,0,0
35,E006,M S Ramaiah Institute of Technology Bangalore,CE-Civil,25181,0,0,29237,0,30155,17256,0,30931,23334,0,0,18467,0,0,16115,17439,22898,26573,29779,38368,17618,0,0
36,E006,M S Ramaiah Institute of Technology Bangalore,CH-Chemical,14983,0,0,41277,0,42413,63320,0,0,11712,0,0,26762,0,0,11670,0,23555,40574,0,74716,33011,0,0
37,E006,M S Ramaiah Institute of Technology Bangalore,CS-Computer Science,3164,0,4395,2390,0,5408,2190,0,0,1419,0,0,2126,0,4606,1074,1739,3716,11645,17142,13469,7872,0,0
38,E006,M S Ramaiah Institute of Technology Bangalore,EC-Electronics and Communications,4685,0,0,4642,5160,4699,2896,0,0,2867,0,4059,2771,0,0,2446,3381,3985,13780,0,33604,11958,0,0
39,E006,M S Ramaiah Institute of Technology Bangalore,EE-Electrical and Electronics,16528,0,0,7315,0,24970,11782,0,0,8616,0,0,9515,0,0,5579,16813,6139,24237,0,43003,0,0,0
40,E006,M S Ramaiah Institute of Technology Bangalore,EI-Electronics and Instrumentation,13789,0,0,29347,0,0,25494,0,0,13425,0,0,19128,39337,0,11449,0,17600,137801,0,0,0,0,112943
41,E006,M S Ramaiah Institute of Technology Bangalore,IS-Information Science,3604,0,0,5023,0,9966,4502,0,8135,3490,9759,0,3279,0,6499,1942,6664,4482,21655,0,44178,17255,0,0
42,E006,M S Ramaiah Institute of Technology Bangalore,IM-Industrial Management,72538,0,0,26530,0,0,76671,0,0,23853,0,92424,30652,0,0,21179,68181,29455,108740,0,0,0,0,0
43,E006,M S Ramaiah Institute of Technology Bangalore,MD-Medical Electronics,25918,0,0,26091,0,0,34184,0,0,23556,0,24517,41453,0,0,19765,33518,21878,71962,0,0,90951,0,0
44,E006,M S Ramaiah Institute of Technology Bangalore,ME-Mechanical,30843,0,56796,22459,37380,23984,27352,0,46130,11648,0,0,17052,0,28095,8578,13881,21429,44549,72672,54732,41990,0,0
45,E007,Dayananda Sagar College of Engineering Bangalore,AE-Aerospace,9660,0,0,16295,0,0,11264,0,0,11728,0,0,8614,0,0,7531,17150,15406,24651,0,0,0,0,23191
46,E007,Dayananda Sagar College of Engineering Bangalore,AU-Automobile,126519,0,0,83588,0,0,84334,0,0,49453,0,0,65524,0,0,37297,0,91782,125816,0,0,0,0,0
47,E007,Dayananda Sagar College of Engineering Bangalore,BT-Bio Technology,35429,0,0,28946,0,68643,55536,0,0,22902,0,0,27564,0,0,22272,34285,49015,91660,0,136122,0,0,0
48,E007,Dayananda Sagar College of Engineering Bangalore,CE-Civil,37996,0,47821,47827,80308,65176,48995,0,84141,35620,0,0,36524,0,47801,31920,35217,45901,68276,69426,86576,44329,0,0
49,E007,Dayananda Sagar College of Engineering Bangalore,CH-Chemical,0,0,0,54119,0,121198,59110,0,0,44580,0,0,33401,89049,0,27789,0,33019,78467,0,140189,60169,0,0
50,E007,Dayananda Sagar College of Engineering Bangalore,CS-Computer Science,9420,0,15899,8878,10359,13145,5988,0,0,4752,0,9163,5008,0,8190,4483,7367,8080,26413,36843,38831,17434,0,0
51,E007,Dayananda Sagar College of Engineering Bangalore,CT-Construction Technology Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140035,0,0,0,0,0,0,0,0
52,E007,Dayananda Sagar College of Engineering Bangalore,EC-Electronics and Communications,15240,0,0,12768,19019,12941,9338,0,18117,9860,0,13907,9014,0,12912,8251,18327,12310,38103,58993,70566,34556,0,0
53,E007,Dayananda Sagar College of Engineering Bangalore,EE-Electrical and Electronics,25116,0,0,25443,0,0,19651,0,0,18458,0,29279,21106,28496,0,15781,21876,23500,38385,0,77515,34396,0,44008
54,E007,Dayananda Sagar College of Engineering Bangalore,EI-Electronics and Instrumentation,88462,0,0,51144,0,0,100095,0,0,44108,0,0,53319,0,0,32933,53045,57784,101933,0,0,0,0,0
55,E007,Dayananda Sagar College of Engineering Bangalore,IS-Information Science,8436,36536,0,9765,0,10027,10310,0,0,7879,0,11590,8372,0,0,6543,22604,9773,41125,0,60062,16332,0,0
56,E007,Dayananda Sagar College of Engineering Bangalore,IM-Industrial Management,122712,0,0,135074,0,0,124617,0,0,112293,0,0,102984,0,0,100209,0,125747,129680,0,0,0,0,0
57,E007,Dayananda Sagar College of Engineering Bangalore,MD-Medical Electronics,109083,0,0,63598,0,119490,105797,0,0,53163,0,0,49523,0,0,46150,95830,50508,74150,0,0,0,0,66934
58,E007,Dayananda Sagar College of Engineering Bangalore,ME-Mechanical,50091,0,0,63472,0,87189,57015,0,140485,31208,0,0,31990,0,51278,26707,35000,50760,85857,135470,0,68502,0,0
59,E008,Bangalore Institute of Technology Bangalore,CE-Civil,55337,0,0,79351,109629,128746,68315,0,0,48752,0,0,57093,0,60047,47439,50166,58439,97574,136573,140903,56373,0,0
60,E008,Bangalore Institute of Technology Bangalore,CS-Computer Science,11036,0,13516,9704,15585,10209,8855,0,22011,4906,0,0,6742,0,7874,4653,8861,7051,31746,53836,41713,13423,0,0
61,E008,Bangalore Institute of Technology Bangalore,EC-Electronics and Communications,14987,0,33460,11198,0,13643,13403,0,0,7299,0,13466,8929,21407,11684,6957,12326,11407,38293,0,43253,35520,0,0
62,E008,Bangalore Institute of Technology Bangalore,EE-Electrical and Electronics,19253,20883,0,21094,0,30898,24621,0,0,16917,0,0,16164,0,0,15337,0,20006,59509,0,0,0,0,0
63,E008,Bangalore Institute of Technology Bangalore,EI-Electronics and Instrumentation,0,0,0,49585,0,0,0,0,0,60229,0,0,66051,0,0,44692,50409,46890,137328,0,0,0,0,0
64,E008,Bangalore Institute of Technology Bangalore,IS-Information Science,7861,0,0,11593,0,13509,15714,33012,0,6626,0,0,6911,0,0,5565,0,7930,30590,0,41404,0,0,0
65,E008,Bangalore Institute of Technology Bangalore,IM-Industrial Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138185,0,0,0,0,0,0,0,0
66,E008,Bangalore Institute of Technology Bangalore,ME-Mechanical,84989,0,0,59135,0,73505,98382,0,0,44401,0,63969,48560,0,0,38756,63022,60408,100435,0,0,79511,0,94583
67,E009,P E S University (Ring Road Campus) Bangalore,BT-Bio Technology,0,0,0,27583,0,0,0,0,0,0,0,20545,37503,0,0,8367,46532,8484,97347,0,0,56183,0,0
68,E009,P E S University (Ring Road Campus) Bangalore,CE-Civil,23613,0,0,35918,0,0,19515,0,0,22714,37479,0,21710,0,0,14765,0,25478,24448,0,0,0,0,27140
69,E009,P E S University (Ring Road Campus) Bangalore,CS-Computer Science,3012,8410,3905,3545,9818,8990,3540,0,8272,2136,0,4010,2281,5068,5074,898,4987,3228,15705,25572,32550,8134,0,12344
70,E009,P E S University (Ring Road Campus) Bangalore,EC-Electronics and Communications,11106,0,18835,6116,10135,10702,9185,0,14688,3632,0,5750,4803,0,6558,2553,6916,5195,35414,57384,131506,20821,0,0
71,E009,P E S University (Ring Road Campus) Bangalore,EE-Electrical and Electronics,17016,0,0,14882,0,19737,10063,0,71162,7628,0,0,10830,0,0,7140,13763,16007,24399,0,41888,17163,35403,0
72,E009,P E S University (Ring Road Campus) Bangalore,ME-Mechanical,17766,0,40056,45833,132290,0,45755,0,0,18803,0,0,19937,0,40580,14318,34552,35970,74771,101793,104270,61890,0,0
73,E011,M V J College of Engineering Bangalore,AE-Aerospace,51921,0,0,57978,0,78030,44347,0,101686,39236,0,0,43543,0,0,37744,55842,58338,63444,104186,64155,39000,0,0
74,E011,M V J College of Engineering Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139074,0,0,0,0,0,0,0,0
75,E011,M V J College of Engineering Bangalore,CH-Chemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139526,0,0,0,0,0,0,0,0
76,E011,M V J College of Engineering Bangalore,CS-Computer Science,38496,0,47680,39968,0,60975,35802,0,0,26892,0,0,32408,0,32536,24953,29520,32420,90805,0,0,50672,0,0
77,E011,M V J College of Engineering Bangalore,EC-Electronics and Communications,71035,0,79799,75110,0,0,138415,0,0,53007,0,0,55752,0,78516,50695,112350,62672,139193,0,0,81489,0,0
78,E011,M V J College of Engineering Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138046,0,0,0,0,0,0,0,0
79,E011,M V J College of Engineering Bangalore,IS-Information Science,40445,0,0,48804,0,63677,45212,0,0,40912,0,0,43967,0,0,39795,95923,47502,123268,0,0,95070,0,0
80,E011,M V J College of Engineering Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139530,0,0,0,0,0,0,0,0
81,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",BT-Bio Technology,47788,0,0,40777,0,70601,0,0,0,31580,0,0,32010,0,0,28312,47909,39271,110139,0,0,51460,0,0
82,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",CE-Civil,49805,0,0,80911,0,0,54409,0,0,50005,0,0,58567,0,0,45182,63785,58043,64065,95256,0,0,0,64425
83,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",CS-Computer Science,13541,0,17503,9837,13062,12036,12134,0,0,6918,0,0,9106,0,13260,6882,9418,11175,40578,0,77158,13709,0,0
84,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",EC-Electronics and Communications,11613,0,0,17089,0,24674,13717,0,56446,12265,0,0,15451,0,0,11333,25438,17729,45325,120540,128449,23189,0,0
85,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",EE-Electrical and Electronics,28502,0,0,45374,49456,55663,45967,0,0,33410,0,0,37780,0,42536,26939,36813,37962,62121,0,68063,57034,0,0
86,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",IS-Information Science,12176,0,0,13627,0,0,21243,0,0,10522,0,18576,14910,35204,0,10513,13700,14225,65435,0,0,0,0,0
87,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,",ME-Mechanical,120618,0,0,123907,0,0,109938,0,0,46135,0,127087,43646,0,0,43421,134395,69376,115313,0,0,58274,0,0
88,E013,Ghousia Engineering College Ramanagara,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133803,0,0,0,0,0,0,0,0
89,E013,Ghousia Engineering College Ramanagara,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140346,0,0,0,0,0,0,0,0
90,E013,Ghousia Engineering College Ramanagara,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135136,0,0,0,0,0,0,0,0
91,E013,Ghousia Engineering College Ramanagara,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,E013,Ghousia Engineering College Ramanagara,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,E014,S J C Institute of Technology Chickballapur,AE-Aerospace,68162,0,0,48073,0,56910,32293,0,0,48123,0,0,35913,0,0,29682,38057,36590,53430,0,65613,0,0,0
94,E014,S J C Institute of Technology Chickballapur,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140500,0,0,0,0,0,0,0,0
95,E014,S J C Institute of Technology Chickballapur,CS-Computer Science,82037,0,89796,49201,0,79253,50279,0,73500,32393,0,0,37642,0,52396,29904,50269,38391,112507,130357,131779,85215,0,0
96,E014,S J C Institute of Technology Chickballapur,EC-Electronics and Communications,0,0,0,129253,0,0,94782,0,0,87905,0,0,118133,0,0,80028,100355,106688,131551,0,0,124366,0,0
97,E014,S J C Institute of Technology Chickballapur,IS-Information Science,113285,0,0,85048,0,111908,92802,0,0,50811,0,69527,55019,0,0,50746,91800,62219,0,0,0,76887,0,0
98,E014,S J C Institute of Technology Chickballapur,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140504,0,0,0,0,0,0,0,0
99,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137068,0,0,0,0,0,0,0,0
100,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,CS-Computer Science,128531,0,0,133882,0,0,133208,0,0,133213,0,0,129942,0,0,118915,0,136403,137096,0,0,0,0,0
101,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140771,0,0,0,0,0,0,0,0
102,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140340,0,0,0,0,0,0,0,0
103,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138078,0,0,0,0,0,0,0,0
104,E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,MN-Mining Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136264,0,0,0,0,0,0,0,0
105,E016,Siddaganga Institute of Technology Tumkur,BT-Bio Technology,32594,0,0,39799,0,0,0,0,0,0,0,0,0,0,0,32123,53911,38093,36292,0,0,94653,0,0
106,E016,Siddaganga Institute of Technology Tumkur,CE-Civil,25441,0,0,37036,0,38711,50393,0,0,27156,0,0,23170,0,0,22857,0,30672,46495,70596,76606,43259,0,0
107,E016,Siddaganga Institute of Technology Tumkur,CH-Chemical,83783,0,0,87245,0,0,77756,0,0,72266,0,0,68466,0,0,64360,77362,77905,80570,0,0,75878,0,0
108,E016,Siddaganga Institute of Technology Tumkur,CS-Computer Science,11307,0,13408,8468,17535,10068,15686,0,0,5581,0,0,6131,0,8012,5481,9274,7340,27768,0,58007,23814,0,0
109,E016,Siddaganga Institute of Technology Tumkur,EC-Electronics and Communications,9672,0,0,12572,0,13413,9326,0,0,8433,0,0,9201,13824,17370,8386,13269,10804,40550,0,48780,16108,0,0
110,E016,Siddaganga Institute of Technology Tumkur,EE-Electrical and Electronics,0,50324,0,13089,0,32128,11806,0,0,13827,0,0,13139,0,0,9985,0,16818,49974,0,93692,11472,0,0
111,E016,Siddaganga Institute of Technology Tumkur,EI-Electronics and Instrumentation,34061,0,0,27700,0,0,52967,0,0,25289,0,41989,19589,0,0,18536,30717,27275,78926,0,0,0,0,0
112,E016,Siddaganga Institute of Technology Tumkur,IS-Information Science,16293,0,0,11542,0,0,8021,0,27334,9769,0,11414,7496,0,0,7236,11860,10251,32078,0,0,0,0,0
113,E016,Siddaganga Institute of Technology Tumkur,IM-Industrial Management,0,0,0,0,0,0,0,0,0,94598,0,0,95869,0,0,81385,0,93095,91204,0,0,0,0,0
114,E016,Siddaganga Institute of Technology Tumkur,ME-Mechanical,42520,0,0,57116,0,91341,77487,0,0,30574,0,0,28323,0,35138,27809,60836,35113,69183,80440,75834,74341,0,0
115,E017,Sri Siddartha Institute of Technology Tumkur,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134092,0,0,0,0,0,0,0,0
116,E017,Sri Siddartha Institute of Technology Tumkur,CS-Computer Science,65470,0,0,87563,0,127193,64633,0,0,43485,0,0,42470,0,72092,38046,50674,51764,99596,0,113397,139870,0,0
117,E017,Sri Siddartha Institute of Technology Tumkur,EC-Electronics and Communications,64093,0,0,135392,0,0,64497,0,0,74616,0,0,105126,0,0,56568,0,111088,102792,0,0,106745,0,0
118,E017,Sri Siddartha Institute of Technology Tumkur,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134677,0,0,0,0,0,0,0,0
119,E017,Sri Siddartha Institute of Technology Tumkur,IS-Information Science,84713,0,0,0,0,0,90422,0,0,93145,0,0,82017,0,0,72541,86835,87867,132490,0,0,92777,0,0
120,E017,Sri Siddartha Institute of Technology Tumkur,IM-Industrial Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131701,0,0,0,0,0,0,0,0
121,E017,Sri Siddartha Institute of Technology Tumkur,MD-Medical Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137515,0,0,0,0,0,0,0,0
122,E017,Sri Siddartha Institute of Technology Tumkur,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138993,0,0,0,0,0,0,0,0
123,E018,Kalpatharu Institute of Technology Tiptur,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124636,0,0,0,0,0,0,0,0
124,E018,Kalpatharu Institute of Technology Tiptur,CS-Computer Science,86614,0,0,113010,0,0,89065,0,0,77573,0,0,76836,0,0,74550,114657,104254,139846,0,0,112401,0,0
125,E018,Kalpatharu Institute of Technology Tiptur,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135836,0,0,0,0,0,0,0,0
126,E018,Kalpatharu Institute of Technology Tiptur,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137269,0,0,0,0,0,0,0,0
127,E018,Kalpatharu Institute of Technology Tiptur,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118872,0,0,0,0,0,0,0,0
128,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,CE-Civil,26349,0,0,18854,0,32543,21170,0,82398,17707,27020,28513,16959,0,0,15400,22657,21943,24154,0,34901,23126,0,0
129,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,CS-Computer Science,4341,0,6444,5076,0,6602,2502,29683,0,2683,0,4678,1751,0,0,1636,2214,3556,16494,0,27715,6161,0,0
130,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,EC-Electronics and Communications,7444,0,14539,6546,0,9950,6334,0,12399,4090,0,0,5036,5354,0,3247,5149,5243,19065,0,30079,5743,0,0
131,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,EE-Electrical and Electronics,18368,0,0,15900,23231,28909,8667,0,31251,8709,0,11690,12627,0,0,8644,14256,11506,27881,31327,32157,20638,0,0
132,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,EI-Electronics and Instrumentation,34771,0,0,27085,124818,55881,18774,0,0,19625,0,0,21607,0,23106,13876,32729,19430,65114,0,118911,23105,0,0
133,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,IP-Industrial and Production ,34547,0,0,73501,0,0,76875,0,83424,33371,0,0,37536,0,53941,27773,65202,42463,123605,0,0,36045,0,0
134,E021,Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore,ME-Mechanical,27689,0,32630,26467,107593,29952,24121,0,0,12906,0,0,17675,0,21389,11772,12841,19437,39974,0,79291,24264,0,0
135,E022,The National Institute of Engineering Mysore,CE-Civil,34549,0,42870,33230,39750,44051,32183,0,67088,23770,0,0,32518,0,40389,21441,36146,26528,34689,48288,35223,24543,0,0
136,E022,The National Institute of Engineering Mysore,EC-Electronics and Communications,16898,17082,0,9127,0,11066,9180,0,0,4656,0,9470,5946,0,0,4641,8637,9382,25738,0,28923,13191,0,0
137,E022,The National Institute of Engineering Mysore,EE-Electrical and Electronics,20450,0,0,19199,27379,26872,16066,0,28451,9894,0,0,13240,0,15092,9486,11912,14127,20782,31776,26059,22537,0,0
138,E022,The National Institute of Engineering Mysore,IP-Industrial and Production ,44574,0,0,59917,0,119551,105412,0,0,54016,0,0,40760,0,0,37861,0,82896,85604,0,107941,65706,0,0
139,E022,The National Institute of Engineering Mysore,ME-Mechanical,34189,0,62351,36979,72949,46333,20740,0,31568,15787,0,17247,15139,68822,18860,12200,25926,16412,41430,57248,90376,23442,0,0
140,E023,P E S College of Engineering Mandya,AU-Automobile,88048,0,0,126158,0,0,90970,0,0,87426,0,0,85995,0,0,82224,0,93934,127105,0,0,0,0,0
141,E023,P E S College of Engineering Mandya,CE-Civil,69314,0,0,58101,116457,79939,82900,0,0,41806,0,0,60893,0,69592,35395,42140,54071,64559,64811,93567,67681,0,0
142,E023,P E S College of Engineering Mandya,EC-Electronics and Communications,20277,0,0,24831,0,30559,29129,0,54402,20149,0,23946,16908,0,0,16342,27319,18861,35750,0,39622,18256,56214,0
143,E023,P E S College of Engineering Mandya,EE-Electrical and Electronics,47067,0,0,50717,0,62866,46808,0,0,27280,0,0,28471,0,0,26606,31373,29546,40643,0,56815,38725,0,0
144,E023,P E S College of Engineering Mandya,IP-Industrial and Production ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135902,0,0,0,0,0,0,0,0
145,E023,P E S College of Engineering Mandya,ME-Mechanical,122576,0,0,139316,0,0,95554,0,0,65472,0,77107,88734,0,0,54304,90293,74274,127049,0,0,62915,0,0
