S.No.,Code,Name,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
146,E024,Malnad College of Engineering Hassan,CE-Civil,45381,0,0,43960,51722,52611,22964,0,0,23700,0,44920,27453,0,0,22947,30038,36286,42508,55070,52778,48559,0,0
147,E024,Malnad College of Engineering Hassan,EC-Electronics and Communications,23506,0,0,13417,31626,26024,22487,0,0,11970,0,16012,15440,0,0,10703,21040,15246,37564,51549,87881,12290,0,0
148,E024,Malnad College of Engineering Hassan,EE-Electrical and Electronics,35391,0,0,31206,0,56648,23046,0,56344,22000,0,0,25466,0,32822,19151,24510,26802,49504,0,53195,29350,0,0
149,E024,Malnad College of Engineering Hassan,ME-Mechanical,133102,0,0,80435,123889,103114,95852,0,0,63165,0,0,73247,0,83981,52922,68015,81769,133057,0,0,120585,0,0
150,E028,Tontadarya College of Engineering Gadag,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139153,0,0,0,0,0,0,0,0
151,E028,Tontadarya College of Engineering Gadag,CS-Computer Science,0,0,0,98534,0,0,102715,0,0,92216,0,0,93104,0,0,74963,0,109017,0,0,0,0,0,0
152,E028,Tontadarya College of Engineering Gadag,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139809,0,0,0,0,0,0,0,0
153,E028,Tontadarya College of Engineering Gadag,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125841,0,0,0,0,0,0,0,0
154,E028,Tontadarya College of Engineering Gadag,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,E029,Maratha Mandal Engineering College Belgaum,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139478,0,0,0,0,0,0,0,0
156,E029,Maratha Mandal Engineering College Belgaum,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132266,0,0,0,0,0,0,0,0
157,E029,Maratha Mandal Engineering College Belgaum,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134150,0,0,0,0,0,0,0,0
158,E030,KLE Technological University(Formerly BVBCET) Hubli,CE-Civil,26687,0,33272,25087,0,30010,22726,70221,0,27039,0,0,24766,0,0,20304,22801,22869,42680,0,59223,36049,0,59777
159,E030,KLE Technological University(Formerly BVBCET) Hubli,EC-Electronics and Communications,6887,11196,0,6325,0,11701,11750,0,20145,10686,0,14352,4990,0,0,4287,4777,5996,24133,0,31974,26575,0,0
160,E030,KLE Technological University(Formerly BVBCET) Hubli,EE-Electrical and Electronics,13443,0,0,15633,0,22252,14299,0,21775,14748,0,25705,12786,0,0,11421,16933,18134,36527,0,65109,41841,42464,0
161,E030,KLE Technological University(Formerly BVBCET) Hubli,ME-Mechanical,25463,0,25488,25047,0,41030,31229,0,0,25167,0,0,19981,0,38191,14928,20684,19252,62091,85309,119623,49335,0,0
162,E031,Basaveshwara Engineering College Bagalkot,CE-Civil,65505,0,0,47254,51280,56292,61291,0,0,43287,0,0,44310,0,55259,36691,38765,46991,63065,67486,79176,49492,0,0
163,E031,Basaveshwara Engineering College Bagalkot,CS-Computer Science,26790,0,29500,22545,25960,30396,25314,0,0,26156,0,0,19297,0,22006,18963,19923,21794,59507,67872,65664,35357,0,0
164,E031,Basaveshwara Engineering College Bagalkot,EC-Electronics and Communications,27216,0,0,24409,25051,24964,46344,0,55304,26442,0,32773,20070,0,0,18983,20519,23172,49970,105799,79120,25322,0,0
165,E031,Basaveshwara Engineering College Bagalkot,EE-Electrical and Electronics,42447,0,61531,39441,0,41069,46216,0,0,38264,0,0,33364,0,0,30483,35621,35468,57145,0,71141,46351,116817,0
166,E031,Basaveshwara Engineering College Bagalkot,IP-Industrial and Production ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125179,0,0,0,0,0,0,0,0
167,E031,Basaveshwara Engineering College Bagalkot,ME-Mechanical,75781,0,82052,65656,0,75886,73970,0,111585,74279,0,0,66188,66754,80666,50581,56642,63900,137455,0,0,54193,0,0
168,E032,R.T.E Socity`s Rural Engineering College Hulkoti,AU-Automobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120393,0,0,0,0,0,0,0,0
169,E032,R.T.E Socity`s Rural Engineering College Hulkoti,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131720,0,0,0,0,0,0,0,0
170,E032,R.T.E Socity`s Rural Engineering College Hulkoti,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140590,0,0,0,0,0,0,0,0
171,E032,R.T.E Socity`s Rural Engineering College Hulkoti,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134434,0,0,0,0,0,0,0,0
172,E032,R.T.E Socity`s Rural Engineering College Hulkoti,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,E032,R.T.E Socity`s Rural Engineering College Hulkoti,TX-Textile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136639,0,0,0,0,0,0,0,0
174,E033,Sri Taralabalu Jagadguru Institute of Technology. Ranebennur,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136944,0,0,0,0,0,0,0,0
175,E033,Sri Taralabalu Jagadguru Institute of Technology. Ranebennur,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140197,0,0,0,0,0,0,0,0
176,E033,Sri Taralabalu Jagadguru Institute of Technology. Ranebennur,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137701,0,0,0,0,0,0,0,0
177,E033,Sri Taralabalu Jagadguru Institute of Technology. Ranebennur,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96651,0,0,0,0,0,0,0,0
178,E033,Sri Taralabalu Jagadguru Institute of Technology. Ranebennur,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140867,0,0,0,0,0,0,0,0
179,E033,Sri Taralabalu Jagadguru Institute of Technology. Ranebennur,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133712,0,0,0,0,0,0,0,0
180,E034,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,CE-Civil,52249,0,0,55952,0,76611,63829,0,0,67624,0,0,55398,0,0,46313,58259,56628,67635,74867,89314,47273,0,0
181,E034,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,CH-Chemical,0,0,0,137955,0,0,0,0,0,0,0,0,0,0,0,48160,0,78456,107542,0,0,0,0,0
182,E034,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,CS-Computer Science,18544,0,0,17104,21336,17730,12510,0,0,16901,0,0,13925,0,15514,12507,14840,15348,47877,0,0,22106,0,0
183,E034,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,EC-Electronics and Communications,23184,0,0,18717,0,21984,19868,0,0,28067,0,0,17210,0,22556,16080,16150,19773,44345,57346,45950,24925,0,0
184,E034,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,EE-Electrical and Electronics,23259,0,0,30226,0,0,29515,0,0,28500,0,45507,22895,0,0,22174,29434,23542,55420,0,0,0,0,0
185,E034,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,IS-Information Science,24550,0,0,19237,29141,0,22019,0,68531,23813,0,0,21065,0,0,17043,0,17376,61401,0,90808,0,0,0
186,E034,Sri Dharmasthala Manjunatheswara College of Engineering Dharwad,ME-Mechanical,63204,0,0,114626,0,0,68403,0,0,111103,0,0,67404,71125,0,55883,56065,74504,139126,0,0,72347,0,0
187,E035,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125403,0,0,0,0,0,0,0,0
188,E035,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137373,0,0,0,0,0,0,0,0
189,E035,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92711,0,0,0,0,0,0,0,0
190,E035,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82992,0,0,0,0,0,0,0,0
191,E035,"Anjuman Engineering College Bhatkala, Uttar kannada Dist",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,BM-Bio Medical,0,0,0,102642,0,0,100957,0,0,96686,0,0,89618,0,0,83009,0,109965,111376,0,124620,0,0,0
193,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,CE-Civil,102297,0,0,85769,0,98992,77723,0,0,77486,0,0,67593,0,0,63457,68289,81286,100489,102831,129274,132000,0,0
194,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,CH-Chemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136458,0,0,0,0,0,0,0,0
195,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,CS-Computer Science,27655,0,0,26590,0,33501,23921,0,0,21067,0,53961,20010,0,0,17133,18438,21890,58339,71293,68228,48639,0,0
196,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,EC-Electronics and Communications,31606,0,33084,32082,32342,35455,32682,0,0,39179,0,0,26634,0,34716,26526,27318,32203,82525,0,83286,59476,0,0
197,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,EE-Electrical and Electronics,0,0,0,52481,0,0,110500,0,0,52021,0,0,54295,60994,0,49874,54720,93932,86363,0,0,63727,0,0
198,E036,KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum,ME-Mechanical,86994,112223,0,137849,0,0,112261,0,0,123194,0,0,83564,0,0,80884,89917,114465,139470,0,0,84644,0,0
199,E037,K.L.S. Gogte Institute of Technology Belgaum,AE-Aerospace,31086,0,0,26295,0,92481,29742,0,0,22615,0,0,24479,0,0,21309,35598,35737,48602,0,53048,55966,0,0
200,E037,K.L.S. Gogte Institute of Technology Belgaum,CE-Civil,37923,0,0,54672,0,57864,74233,0,0,130082,0,0,55132,0,0,36553,38836,52569,64354,0,91429,47068,0,0
201,E037,K.L.S. Gogte Institute of Technology Belgaum,CS-Computer Science,17380,0,35879,14262,21397,14735,12316,0,40924,15230,0,0,12829,0,14154,10064,10663,12276,54614,60780,67904,34972,0,0
202,E037,K.L.S. Gogte Institute of Technology Belgaum,EC-Electronics and Communications,22695,0,37596,19927,20928,28016,19468,0,0,22722,0,0,17508,0,20268,15263,15830,20105,55569,68952,63318,38394,0,0
203,E037,K.L.S. Gogte Institute of Technology Belgaum,EE-Electrical and Electronics,41969,0,0,37924,0,0,52400,0,0,36627,0,0,30272,0,0,26549,26596,29377,58804,0,0,0,0,63073
204,E037,K.L.S. Gogte Institute of Technology Belgaum,IS-Information Science,22949,0,0,22275,0,25812,23134,0,0,22770,65729,0,21487,0,0,19336,0,19477,110897,0,0,0,0,0
205,E037,K.L.S. Gogte Institute of Technology Belgaum,ME-Mechanical,41611,57460,0,57517,0,69068,38044,0,48199,111911,0,0,38619,58149,0,33786,34881,46469,115862,0,0,47410,0,79996
206,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur,AU-Automobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur,CE-Civil,86328,0,0,76865,0,77696,94064,0,135551,64345,0,0,60123,0,0,56394,57451,73991,65274,70713,79359,137341,0,0
208,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur,CS-Computer Science,45559,0,68937,45040,61055,58323,52074,0,0,39979,0,0,38058,0,60660,35730,36195,51817,81188,0,87511,0,0,0
209,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur,EC-Electronics and Communications,54127,0,0,58942,0,107110,68443,0,0,68008,0,0,45603,58696,0,43374,44243,54236,99069,0,104321,51707,0,0
210,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137162,0,0,0,0,0,0,0,0
211,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur,IS-Information Science,70191,0,0,78964,0,0,70539,0,0,77822,0,0,71498,0,0,60126,80741,113927,98648,0,0,0,0,0
212,E038,B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139130,0,0,0,0,0,0,0,0
213,E040,"Hira Sugar Institute of Technology Belagavi District,",CS-Computer Science,0,0,0,103387,0,0,129576,0,0,0,0,0,116402,0,0,102012,115549,114000,0,0,0,0,0,0
214,E040,"Hira Sugar Institute of Technology Belagavi District,",EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132626,----,----,0,0,0,0,0,0
215,E040,"Hira Sugar Institute of Technology Belagavi District,",EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126063,----,----,0,0,0,0,0,0
216,E040,"Hira Sugar Institute of Technology Belagavi District,",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81603,0,0,0,0,0,0,0,0
217,E041,P D A College of Engineering Gulbarga,CE-Civil,49326,0,0,44352,0,61094,41048,0,0,52995,0,0,41482,0,0,30596,0,43438,49896,64569,65199,0,0,0
218,E041,P D A College of Engineering Gulbarga,EC-Electronics and Communications,0,0,0,34025,0,0,31165,0,0,0,0,0,23809,0,41836,21351,30561,31772,39222,0,0,0,0,0
219,E041,P D A College of Engineering Gulbarga,EE-Electrical and Electronics,0,0,0,34081,0,0,0,0,0,0,0,0,34651,0,0,20710,0,30968,46670,0,0,0,0,84035
220,E041,P D A College of Engineering Gulbarga,IP-Industrial and Production ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138157,0,0,0,0,0,0,0,0
221,E041,P D A College of Engineering Gulbarga,ME-Mechanical,74685,0,0,64729,81461,129819,38320,128103,0,66923,0,0,63203,0,0,35769,0,43150,75215,0,90088,0,0,0
222,E042,Khaja Banda Nawaz University Kalburgi,AE-Aerospace,0,0,0,101464,0,0,0,0,0,0,0,0,0,0,0,53378,0,0,124998,0,0,0,0,0
223,E042,Khaja Banda Nawaz University Kalburgi,BM-Bio Medical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138073,0,0,0,0,0,0,0,0
224,E042,Khaja Banda Nawaz University Kalburgi,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139306,0,0,0,0,0,0,0,0
225,E042,Khaja Banda Nawaz University Kalburgi,CS-Computer Science,0,0,0,132519,0,0,89981,0,0,0,0,0,0,0,0,85939,106320,0,136034,0,0,0,0,0
226,E042,Khaja Banda Nawaz University Kalburgi,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134176,0,0,0,0,0,0,0,0
227,E042,Khaja Banda Nawaz University Kalburgi,EI-Electronics and Instrumentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117658,0,0,0,0,0,0,0,0
228,E042,Khaja Banda Nawaz University Kalburgi,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133764,0,0,0,0,0,0,0,0
229,E043,Gurunanak Dev Engineering College Bidar,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138258,0,0,0,0,0,0,0,0
230,E043,Gurunanak Dev Engineering College Bidar,CS-Computer Science,75824,0,0,134292,0,0,86525,0,0,0,0,0,108570,0,0,68661,0,71814,133345,0,0,0,0,0
231,E043,Gurunanak Dev Engineering College Bidar,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134917,0,0,0,0,0,0,0,0
232,E043,Gurunanak Dev Engineering College Bidar,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140247,0,0,0,0,0,0,0,0
233,E043,Gurunanak Dev Engineering College Bidar,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136170,0,0,0,0,0,0,0,0
234,E043,Gurunanak Dev Engineering College Bidar,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133982,0,0,0,0,0,0,0,0
235,E044,Bheemanna Khandre Institute of Technology Bhalki,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140253,0,0,0,0,0,0,0,0
236,E044,Bheemanna Khandre Institute of Technology Bhalki,CH-Chemical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129542,0,0,0,0,0,0,0,0
237,E044,Bheemanna Khandre Institute of Technology Bhalki,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140363,0,0,0,0,0,0,0,0
238,E044,Bheemanna Khandre Institute of Technology Bhalki,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79271,0,0,0,0,0,0,0,0
239,E044,Bheemanna Khandre Institute of Technology Bhalki,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140222,0,0,0,0,0,0,0,0
240,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137731,0,0,0,0,0,0,0,0
241,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari,CS-Computer Science,135241,0,0,129613,0,0,71347,0,0,92912,0,0,95847,0,0,67781,124431,133582,134000,0,0,93346,0,0
242,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128100,0,0,0,0,0,0,0,0
243,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137383,0,0,0,0,0,0,0,0
244,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139379,0,0,0,0,0,0,0,0
245,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari,IP-Industrial and Production ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140734,0,0,0,0,0,0,0,0
247,E046,H K Es S L N College of Engineering Raichur,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139267,0,0,0,0,0,0,0,0
248,E046,H K Es S L N College of Engineering Raichur,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140060,0,0,0,0,0,0,0,0
249,E046,H K Es S L N College of Engineering Raichur,EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128428,0,0,0,0,0,0,0,0
250,E046,H K Es S L N College of Engineering Raichur,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,E047,Malnad College of Engineering Hassan,AU-Automobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134314,0,0,0,0,0,0,0,0
252,E047,Malnad College of Engineering Hassan,CE-Civil,139940,0,0,138351,0,0,77785,0,0,41010,0,0,64144,0,0,40524,60802,58562,76400,0,118711,103652,135000,0
253,E047,Malnad College of Engineering Hassan,CS-Computer Science,36152,0,51076,27240,30688,31111,22646,0,32310,16345,0,0,18917,0,22015,14625,29634,19091,82949,121479,94964,45110,0,0
254,E047,Malnad College of Engineering Hassan,EC-Electronics and Communications,0,0,0,31222,0,0,0,0,0,0,0,0,0,0,0,13396,20819,18123,32015,0,0,15468,0,85206
255,E047,Malnad College of Engineering Hassan,EE-Electrical and Electronics,42384,0,0,43317,0,72925,52574,0,0,42195,0,0,34178,0,0,33514,34255,48508,54919,0,93804,0,0,0
256,E047,Malnad College of Engineering Hassan,EI-Electronics and Instrumentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134038,0,0,0,0,0,0,0,0
257,E047,Malnad College of Engineering Hassan,IS-Information Science,31425,0,0,32721,0,37300,30604,0,0,21293,24944,0,22669,0,0,21152,0,23445,86598,0,0,0,0,0
258,E047,Malnad College of Engineering Hassan,IP-Industrial and Production ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138293,0,0,0,0,0,0,0,0
259,E047,Malnad College of Engineering Hassan,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129308,0,0,0,0,0,0,0,0
260,E048,"B M S College of Engineering Basavanagudi,Bangalore",BT-Bio Technology,14052,0,0,19697,0,32333,31785,0,0,19871,0,0,14075,0,0,13533,0,29032,96847,0,0,48009,0,0
261,E048,"B M S College of Engineering Basavanagudi,Bangalore",CE-Civil,31090,0,49221,34591,44281,0,26745,0,0,22206,0,0,26636,0,0,18024,20700,28409,41475,0,70841,25285,0,75938
262,E048,"B M S College of Engineering Basavanagudi,Bangalore",CH-Chemical,19563,0,0,52296,68411,0,36670,0,0,19655,0,0,35495,0,0,18652,0,30048,49049,0,96184,0,0,0
263,E048,"B M S College of Engineering Basavanagudi,Bangalore",CS-Computer Science,1714,0,3205,2463,4675,3777,3175,0,18586,1479,0,0,1326,0,2664,911,2376,1617,5972,28074,20415,5070,0,0
264,E048,"B M S College of Engineering Basavanagudi,Bangalore",EC-Electronics and Communications,6251,0,0,4729,0,8615,3999,0,12122,3201,0,0,3224,0,0,2498,9989,5131,21569,57569,30447,15560,0,0
265,E048,"B M S College of Engineering Basavanagudi,Bangalore",EI-Electronics and Instrumentation,15765,0,0,31901,0,43361,40744,0,0,14126,0,0,23912,37750,0,11847,0,18271,79287,0,0,0,0,0
266,E048,"B M S College of Engineering Basavanagudi,Bangalore",IS-Information Science,4891,0,6394,4168,8388,4588,4797,0,0,2812,0,5026,2686,0,4813,1628,5123,3445,23389,34714,37950,5362,0,0
267,E048,"B M S College of Engineering Basavanagudi,Bangalore",MD-Medical Electronics,85967,0,0,34141,0,0,38517,0,0,30352,0,0,32970,0,0,17793,0,44955,61753,0,0,42662,0,0
268,E048,"B M S College of Engineering Basavanagudi,Bangalore",ME-Mechanical,33214,0,0,26258,0,47444,56102,0,0,13782,0,24397,18284,0,0,12728,16668,20246,36458,0,79263,36448,0,0
269,E049,Basaveshwara Engineering College Bagalkot,AU-Automobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137797,0,0,0,0,0,0,0,0
270,E049,Basaveshwara Engineering College Bagalkot,BT-Bio Technology,0,0,0,60023,0,109956,0,0,0,0,0,0,63801,0,0,56200,0,61817,130488,0,0,0,0,0
271,E049,Basaveshwara Engineering College Bagalkot,CE-Civil,0,0,0,55484,0,0,0,0,0,0,0,0,47437,0,0,40806,48543,58865,82735,0,0,75929,0,0
272,E049,Basaveshwara Engineering College Bagalkot,CS-Computer Science,39808,0,0,24197,0,0,35928,0,0,32882,0,0,0,0,0,20988,0,25060,65848,0,0,0,0,59860
273,E049,Basaveshwara Engineering College Bagalkot,EC-Electronics and Communications,36602,0,0,27771,0,0,40352,0,0,27077,0,49324,0,0,0,25425,26204,34320,60938,0,0,78394,0,0
274,E049,Basaveshwara Engineering College Bagalkot,EI-Electronics and Instrumentation,0,0,0,72273,0,0,133281,0,0,119799,0,0,0,0,0,64603,0,111221,0,0,0,0,0,0
275,E049,Basaveshwara Engineering College Bagalkot,IS-Information Science,42679,0,0,36817,0,122840,69457,0,0,36373,77673,0,33297,0,0,32542,46975,53616,119461,0,0,96610,0,0
276,E053,N M A M Institutute of Technology Nitte,BT-Bio Technology,0,0,0,74329,0,0,57676,0,0,59251,0,0,64664,0,0,51302,75343,104763,125033,0,0,0,0,0
277,E053,N M A M Institutute of Technology Nitte,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140158,0,0,0,0,0,0,0,0
278,E053,N M A M Institutute of Technology Nitte,CS-Computer Science,10628,0,0,10656,14907,13718,11739,0,0,20158,0,0,7050,0,10211,4848,8030,8519,44286,48674,111377,10069,0,0
279,E053,N M A M Institutute of Technology Nitte,EC-Electronics and Communications,18847,0,0,16175,23115,29923,44610,0,0,21571,0,0,15561,0,16469,10839,18193,13228,74161,114749,120299,31814,0,64607
280,E053,N M A M Institutute of Technology Nitte,EE-Electrical and Electronics,0,0,0,122479,0,0,57996,0,0,74967,0,0,52665,0,0,45340,94532,130757,111333,0,0,138578,0,0
281,E053,N M A M Institutute of Technology Nitte,IS-Information Science,17944,34579,20085,16850,0,19762,21290,0,28875,19311,0,24952,11960,33026,0,9189,11759,13107,76941,0,134009,23053,0,0
282,E053,N M A M Institutute of Technology Nitte,ME-Mechanical,0,0,0,0,0,0,128003,0,0,0,0,0,0,0,0,122207,0,0,138449,0,0,0,0,0
283,E054,"K V G College of Engineering Sullia,D.K District",CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,E054,"K V G College of Engineering Sullia,D.K District",CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127168,0,0,0,0,0,0,0,0
285,E054,"K V G College of Engineering Sullia,D.K District",EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96098,0,0,0,0,0,0,0,0
286,E054,"K V G College of Engineering Sullia,D.K District",EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,E054,"K V G College of Engineering Sullia,D.K District",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133182,0,0,0,0,0,0,0,0
288,E055,"P A College of Engineering Bantwal, Mangalore",BT-Bio Technology,0,0,0,0,0,0,104295,0,0,0,0,0,0,0,0,102823,0,0,119160,0,0,0,0,0
289,E055,"P A College of Engineering Bantwal, Mangalore",CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121301,0,0,0,0,0,0,0,0
290,E055,"P A College of Engineering Bantwal, Mangalore",CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137102,0,0,0,0,0,0,0,0
291,E055,"P A College of Engineering Bantwal, Mangalore",EC-Electronics and Communications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127016,0,0,0,0,0,0,0,0
292,E055,"P A College of Engineering Bantwal, Mangalore",EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69829,0,0,0,0,0,0,0,0
293,E055,"P A College of Engineering Bantwal, Mangalore",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,E056,The National Institute of Engineering Mysore,CS-Computer Science,6124,0,9266,7170,0,17047,6738,0,0,3935,0,0,4736,0,6924,3173,7687,4560,24288,42973,54208,21463,0,0
295,E056,The National Institute of Engineering Mysore,EC-Electronics and Communications,0,0,0,10774,0,12429,9030,0,0,6376,0,0,6456,0,0,6296,0,9409,29225,0,91775,16356,71068,0
