S.No.,Code,Name,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
478,E093,"Basavakalyana Engineering College Basavakalyana, Bidar-Dist",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,E094,Coorg Institute of Technology Kodagu,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113672,0,0,0,0,0,0,0,0
480,E094,Coorg Institute of Technology Kodagu,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151896,0,0,0,0,0,0,0,0
481,E094,Coorg Institute of Technology Kodagu,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,E094,Coorg Institute of Technology Kodagu,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,E095,AMC Engineering College Bangalore,AE-Aerospace ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148075,0,0,0,0,0,0,0,0
484,E095,AMC Engineering College Bangalore,AI-Artificial Intelligence,0,0,0,119442,0,0,93053,0,0,118115,0,0,142554,0,0,92356,0,99762,138225,0,0,0,0,0
485,E095,AMC Engineering College Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151927,0,0,0,0,0,0,0,0
486,E095,AMC Engineering College Bangalore,CS-Computer Science,99257,0,108566,90742,123885,148547,59905,0,0,69928,0,85913,58940,0,89021,49752,56754,83879,129708,0,0,118847,0,0
487,E095,AMC Engineering College Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152393,0,0,0,0,0,0,0,0
488,E095,AMC Engineering College Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147052,0,0,0,0,0,0,0,0
489,E095,AMC Engineering College Bangalore,IS-Information Science,95101,0,0,149094,0,0,115811,0,0,91608,0,143951,97098,0,0,83454,0,122487,0,0,0,96041,0,0
490,E095,AMC Engineering College Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,E095,AMC Engineering College Bangalore,MT-Mechatronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139274,0,0,0,0,0,0,0,0
492,E096,East Point College of Engineering and Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70865,0,0,0,0,0,0,0,0
493,E096,East Point College of Engineering and Technology Bangalore,CS-Computer Science,73871,0,0,78893,0,0,128037,0,0,60031,0,0,85535,0,0,56631,61201,71311,96206,0,142666,69433,0,0
494,E096,East Point College of Engineering and Technology Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141826,0,0,0,0,0,0,0,0
495,E096,East Point College of Engineering and Technology Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,E096,East Point College of Engineering and Technology Bangalore,IS-Information Science,114222,0,0,142130,0,0,0,0,0,109401,0,0,131682,0,0,106425,0,140946,144930,0,0,118939,0,0
497,E096,East Point College of Engineering and Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141727,0,0,0,0,0,0,0,0
498,E097,C M R Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150118,0,0,0,0,0,0,0,0
499,E097,C M R Institute of Technology Bangalore,CS-Computer Science,19190,0,0,17392,0,30286,22189,0,22519,14593,0,0,17472,46679,20296,14419,22016,20289,56512,84164,81736,30856,0,0
500,E097,C M R Institute of Technology Bangalore,EC-Electronics and Communication,72736,0,0,56840,86431,77645,75584,0,0,35471,0,0,41044,0,57591,30802,55852,40526,120385,129977,123010,59143,0,0
501,E097,C M R Institute of Technology Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137547,0,0,0,0,0,0,0,0
502,E097,C M R Institute of Technology Bangalore,IS-Information Science,32693,0,46834,28948,47044,35036,32011,0,0,22928,0,0,22792,0,33784,19949,27598,28498,77449,0,0,53288,0,0
503,E097,C M R Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128705,0,0,0,0,0,0,0,0
504,E098,Atria Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153436,0,0,0,0,0,0,0,0
505,E098,Atria Institute of Technology Bangalore,CS-Computer Science,48743,0,0,47851,0,0,36249,0,0,36796,0,0,41369,0,0,32960,93910,48666,120590,0,0,91817,0,0
506,E098,Atria Institute of Technology Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153183,0,0,0,0,0,0,0,0
507,E098,Atria Institute of Technology Bangalore,IS-Information Science,55943,0,0,68171,0,0,79621,0,0,46955,0,0,46938,0,86227,43473,124352,64837,145641,0,0,92747,0,0
508,E098,Atria Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130956,0,0,0,0,0,0,0,0
509,E099,New Horizon College of Engineering Bangalore,AI-Artificial Intelligence,28413,0,0,23635,0,28850,21289,0,0,16717,45073,0,16683,0,0,16553,19747,24348,48640,69532,56606,21931,0,45021
510,E099,New Horizon College of Engineering Bangalore,AU-Automobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147487,0,0,0,0,0,0,0,0
511,E099,New Horizon College of Engineering Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147622,0,0,0,0,0,0,0,0
512,E099,New Horizon College of Engineering Bangalore,CS-Computer Science,13103,0,29120,16936,19845,18363,14719,0,0,15185,0,0,12193,0,19748,10359,14289,17955,32351,35256,63028,29572,0,0
513,E099,New Horizon College of Engineering Bangalore,EC-Electronics and Communication,23833,48043,0,23462,0,40090,38604,0,79365,22232,0,25404,20268,0,30353,18890,30758,24847,57618,0,65588,37756,0,0
514,E099,New Horizon College of Engineering Bangalore,EE-Electrical and Electronics,86306,0,0,111256,0,0,96858,0,0,76706,0,0,94714,0,0,68679,0,114712,138925,0,0,0,0,0
515,E099,New Horizon College of Engineering Bangalore,IS-Information Science,17670,0,33359,20306,29978,24148,22113,0,0,17177,0,0,16643,0,21838,16020,25526,20976,48856,0,58835,31270,0,0
516,E099,New Horizon College of Engineering Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151363,0,0,0,0,0,0,0,0
517,E100,K N S Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,E100,K N S Institute of Technology Bangalore,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152569,0,0,0,0,0,0,0,0
519,E100,K N S Institute of Technology Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,E100,K N S Institute of Technology Bangalore,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128873,0,0,0,0,0,0,0,0
521,E100,K N S Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur",CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146160,0,0,0,0,0,0,0,0
523,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur",CS-Computer Science,69584,0,0,103035,0,0,103552,0,0,73217,0,0,80457,0,0,66829,0,123776,139511,0,0,81182,0,0
524,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur",EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143193,0,0,0,0,0,0,0,0
525,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur",EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137039,0,0,0,0,0,0,0,0
526,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur",IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138024,0,0,0,0,0,0,0,0
527,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99495,0,0,0,0,0,0,0,0
528,E102,DONBOSCO Institute of Technology Bangalore,AI-Artificial Intelligence,0,0,0,0,0,0,0,0,0,130480,0,0,131159,0,0,125275,0,0,0,0,0,0,0,0
529,E102,DONBOSCO Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152059,0,0,0,0,0,0,0,0
530,E102,DONBOSCO Institute of Technology Bangalore,CS-Computer Science,144796,0,0,65263,0,69030,57193,0,63399,42110,0,57769,46494,0,0,38866,137755,55646,137569,0,0,53752,0,126174
531,E102,DONBOSCO Institute of Technology Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140692,0,0,0,0,0,0,0,0
532,E102,DONBOSCO Institute of Technology Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143321,0,0,0,0,0,0,0,0
533,E102,DONBOSCO Institute of Technology Bangalore,IS-Information Science,0,0,0,141812,0,0,95152,0,0,102398,0,0,140823,0,0,88829,0,144171,150982,0,0,134503,0,0
534,E102,DONBOSCO Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,E103,Global Academy of Technology Bangalore,AD-Artificial Intelligence and Data Science,0,0,0,47707,0,0,41669,0,0,35684,0,0,39042,0,0,32786,0,66740,121420,0,0,139204,0,0
536,E103,Global Academy of Technology Bangalore,AE-Aerospace ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149887,0,0,0,0,0,0,0,0
537,E103,Global Academy of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150952,0,0,0,0,0,0,0,0
538,E103,Global Academy of Technology Bangalore,CS-Computer Science,34395,0,0,26719,99342,45687,47440,0,0,25026,0,0,28611,0,36915,21753,51731,25911,94284,0,0,39232,0,0
539,E103,Global Academy of Technology Bangalore,EC-Electronics and Communication,69795,0,0,61782,0,0,115807,0,0,46489,0,84778,49680,0,0,40976,105672,70558,149164,0,0,85769,0,0
540,E103,Global Academy of Technology Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148358,0,0,0,0,0,0,0,0
541,E103,Global Academy of Technology Bangalore,IS-Information Science,41241,0,0,49243,0,74827,61808,0,0,32498,0,0,34020,0,50766,31049,126121,45919,143647,0,0,80849,0,0
542,E103,Global Academy of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152147,0,0,0,0,0,0,0,0
543,E104,Nagarjuna College of Engineering and Technology Bangalore (R),AI-Artificial Intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148450,0,0,0,0,0,0,0,0
544,E104,Nagarjuna College of Engineering and Technology Bangalore (R),CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140299,0,0,0,0,0,0,0,0
545,E104,Nagarjuna College of Engineering and Technology Bangalore (R),CS-Computer Science,55112,0,92328,101253,0,114530,113068,0,0,55218,0,0,86557,0,0,55021,0,77347,138887,0,0,117252,0,0
546,E104,Nagarjuna College of Engineering and Technology Bangalore (R),DS-Computer Science and Data Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153291,0,0,0,0,0,0,0,0
547,E104,Nagarjuna College of Engineering and Technology Bangalore (R),EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143689,0,0,0,0,0,0,0,0
548,E104,Nagarjuna College of Engineering and Technology Bangalore (R),IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146647,0,0,0,0,0,0,0,0
549,E104,Nagarjuna College of Engineering and Technology Bangalore (R),ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,E105,Nitte Meenakshi Institutute of Technology Bangalore,AE-Aerospace ,39206,0,0,42693,0,67604,43960,0,0,32812,0,0,31668,0,0,28187,52816,36546,94406,0,0,40835,0,114200
551,E105,Nitte Meenakshi Institutute of Technology Bangalore,CE-Civil,143376,0,0,151879,0,0,0,0,0,85615,0,135957,0,0,0,78712,125608,115249,144986,0,0,151630,0,0
552,E105,Nitte Meenakshi Institutute of Technology Bangalore,CS-Computer Science,18955,25972,21684,13331,0,19263,9424,0,19874,9747,0,15252,10396,0,0,8476,17382,14604,44006,0,46386,28006,0,0
553,E105,Nitte Meenakshi Institutute of Technology Bangalore,EC-Electronics and Communication,23584,0,39915,26388,29778,34402,27748,0,0,17985,0,0,20537,0,31428,17050,26399,25978,105698,0,0,32090,0,0
554,E105,Nitte Meenakshi Institutute of Technology Bangalore,EE-Electrical and Electronics,69717,0,0,86490,0,118997,46686,0,0,48084,0,65092,63579,0,0,37566,55177,59831,137114,0,0,38879,0,0
555,E105,Nitte Meenakshi Institutute of Technology Bangalore,IS-Information Science,19110,0,0,15155,0,28288,12823,0,0,13340,0,0,13697,27997,17321,10971,26784,16663,57452,0,143051,42314,0,0
556,E105,Nitte Meenakshi Institutute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151738,0,0,0,0,0,0,0,0
557,E106,East West Institute of Technology Bangalore,AD-Artificial Intelligence and Data Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143439,0,0,0,0,0,0,0,0
558,E106,East West Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152261,0,0,0,0,0,0,0,0
559,E106,East West Institute of Technology Bangalore,CS-Computer Science,110943,0,0,79180,0,0,87702,0,0,57611,0,82403,59901,0,85703,52947,61978,79513,135336,0,144326,86547,0,0
560,E106,East West Institute of Technology Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144553,0,0,0,0,0,0,0,0
561,E106,East West Institute of Technology Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147083,0,0,0,0,0,0,0,0
562,E106,East West Institute of Technology Bangalore,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152546,0,0,0,0,0,0,0,0
563,E106,East West Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,E107,B N M Institute of Technology Bangalore,AI-Artificial Intelligence,32431,0,0,37749,0,60060,42105,0,0,20760,0,50703,31484,107196,0,18998,76951,37404,134782,0,0,0,0,0
565,E107,B N M Institute of Technology Bangalore,CS-Computer Science,18668,0,24144,12242,28506,19377,10378,0,0,11123,0,0,11005,0,17672,8135,11584,14194,61176,0,96769,23425,0,0
566,E107,B N M Institute of Technology Bangalore,EC-Electronics and Communication,22864,0,0,27770,0,37838,52635,0,0,18588,0,0,17690,0,0,16910,24531,31959,109313,0,0,63951,0,0
567,E107,B N M Institute of Technology Bangalore,EE-Electrical and Electronics,0,0,0,134693,0,0,75838,0,0,43742,0,0,61258,0,0,42006,65250,53383,124129,0,0,114089,0,0
568,E107,B N M Institute of Technology Bangalore,IS-Information Science,18687,0,0,16118,0,24371,18913,0,0,11815,0,0,13577,0,0,11439,41384,20930,99940,0,0,0,0,0
569,E107,B N M Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134803,0,0,0,0,0,0,0,0
570,E108,Sapthagiri College of Engineering Bangalore,BT-Bio Technology,150124,0,0,121951,0,0,134256,0,0,86732,0,0,113949,0,0,69081,0,146888,115913,0,0,73486,0,0
571,E108,Sapthagiri College of Engineering Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150575,0,0,0,0,0,0,0,0
572,E108,Sapthagiri College of Engineering Bangalore,CS-Computer Science,25822,0,0,31382,0,44710,29961,0,0,26143,0,36630,28774,42731,0,25175,31397,35475,86528,0,87584,50260,0,0
573,E108,Sapthagiri College of Engineering Bangalore,EC-Electronics and Communication,96089,0,0,100713,0,0,120197,0,0,54997,0,0,54971,0,0,51488,99339,149997,134453,0,0,97811,0,0
574,E108,Sapthagiri College of Engineering Bangalore,EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147484,0,0,0,0,0,0,0,0
575,E108,Sapthagiri College of Engineering Bangalore,IS-Information Science,50724,0,0,50407,102306,85204,35048,0,0,34546,0,0,37557,0,55190,33428,50325,47414,143950,0,0,83695,0,0
576,E108,Sapthagiri College of Engineering Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117390,0,0,0,0,0,0,0,0
577,E109,City Engineering College Bangalore,AI-Artificial Intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139200,0,0,0,0,0,0,0,0
578,E109,City Engineering College Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,E109,City Engineering College Bangalore,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150407,0,0,0,0,0,0,0,0
580,E109,City Engineering College Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,E109,City Engineering College Bangalore,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,E109,City Engineering College Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore",AI-Artificial Intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121287,0,129098,0,0,0,0,0,0
584,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore",CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142970,0,0,0,0,0,0,0,0
585,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore",CS-Computer Science,86432,0,87517,104879,0,0,97123,0,0,53432,0,0,74034,0,0,50560,70966,75509,134130,0,0,87007,0,0
586,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore",EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132179,0,0,0,0,0,0,0,0
587,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore",IS-Information Science,0,0,0,152792,0,0,146153,0,0,81109,0,0,99833,0,0,78371,0,95657,89145,0,0,0,0,0
588,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109510,0,0,0,0,0,0,0,0
589,E112,Sri Krishna Institute of Technology Bangalore,AI-Artificial Intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140260,0,0,0,0,0,0,0,0
590,E112,Sri Krishna Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,E112,Sri Krishna Institute of Technology Bangalore,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151906,0,0,0,0,0,0,0,0
592,E112,Sri Krishna Institute of Technology Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,E112,Sri Krishna Institute of Technology Bangalore,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133329,0,0,0,0,0,0,0,0
594,E112,Sri Krishna Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,E113,Sambhram Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,E113,Sambhram Institute of Technology Bangalore,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153193,0,0,0,0,0,0,0,0
597,E113,Sambhram Institute of Technology Bangalore,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54845,0,0,0,0,0,0,0,0
598,E113,Sambhram Institute of Technology Bangalore,IS-Information Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148332,0,0,0,0,0,0,0,0
599,E113,Sambhram Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130232,0,0,0,0,0,0,0,0
600,E114,G M Institute of Technology Davanagere,AI-Artificial Intelligence,64408,0,0,55139,0,0,113219,0,0,88015,0,0,55598,0,0,49095,71340,62145,136983,0,0,64567,0,0
601,E114,G M Institute of Technology Davanagere,BT-Bio Technology,0,0,0,133683,0,0,92513,0,0,0,0,0,101814,0,0,79958,0,89016,89305,0,0,137952,0,0
602,E114,G M Institute of Technology Davanagere,CE-Civil,123277,0,0,145230,0,0,0,0,0,119967,0,0,101463,0,0,97637,0,136582,117362,0,141536,101652,0,0
603,E114,G M Institute of Technology Davanagere,CS-Computer Science,50235,0,0,54644,0,67981,32858,0,110643,36343,0,0,32868,0,0,32419,41097,46463,91192,91898,94228,59475,0,0
604,E114,G M Institute of Technology Davanagere,EC-Electronics and Communication,50339,0,86393,74496,0,89722,68513,0,0,51599,0,0,50110,0,60114,43915,51741,50999,144304,0,0,75089,0,0
605,E114,G M Institute of Technology Davanagere,IS-Information Science,61866,0,0,54713,0,69227,68163,0,0,55735,0,0,38035,0,0,36441,93319,61313,137747,0,0,0,0,0
606,E114,G M Institute of Technology Davanagere,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150932,0,0,0,0,0,0,0,0
607,E115,"S J B Institute of Technology Kengeri,Bangalore",CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145265,0,0,0,0,0,0,0,0
608,E115,"S J B Institute of Technology Kengeri,Bangalore",CS-Computer Science,25143,0,67870,26157,138463,29402,29678,0,66288,18663,0,0,18364,0,29298,17448,26793,25084,88793,0,120881,46926,0,0
609,E115,"S J B Institute of Technology Kengeri,Bangalore",EC-Electronics and Communication,32992,0,0,44198,0,56866,133652,0,0,28179,0,0,33728,0,0,27832,37640,29984,125212,0,0,38829,0,54848
610,E115,"S J B Institute of Technology Kengeri,Bangalore",EE-Electrical and Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146979,0,0,0,0,0,0,0,0
611,E115,"S J B Institute of Technology Kengeri,Bangalore",IS-Information Science,35737,120369,0,31087,0,33639,44848,0,0,22479,0,0,24730,0,30517,21895,35333,27272,116875,0,0,78595,0,0
612,E115,"S J B Institute of Technology Kengeri,Bangalore",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127044,0,0,0,0,0,0,0,0
613,E116,R.L.Jalappa Institute of Technology Bangalore Rural Dist,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148765,0,0,0,0,0,0,0,0
614,E116,R.L.Jalappa Institute of Technology Bangalore Rural Dist,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,E116,R.L.Jalappa Institute of Technology Bangalore Rural Dist,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,E118,RNS Institute of Technology Bangalore,AI-Artificial Intelligence,31832,0,0,22233,0,37762,29895,0,0,15723,77401,0,19470,0,0,14460,57934,20726,118506,0,0,0,0,0
617,E118,RNS Institute of Technology Bangalore,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150406,0,0,0,0,0,0,0,0
618,E118,RNS Institute of Technology Bangalore,CS-Computer Science,15197,0,0,13841,36482,18573,14326,0,34425,8938,0,15866,7989,0,17530,7833,20427,13408,50607,63221,53435,21257,0,0
619,E118,RNS Institute of Technology Bangalore,EC-Electronics and Communication,38711,0,49732,27287,89013,39321,39808,0,0,19528,0,0,25007,0,25927,18678,32753,24037,108918,0,0,41100,0,0
620,E118,RNS Institute of Technology Bangalore,EE-Electrical and Electronics,0,0,0,95870,0,0,80867,0,0,52423,0,0,73151,0,0,48806,0,108245,125587,0,0,54210,0,0
621,E118,RNS Institute of Technology Bangalore,EI-Electronics and Instrumentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151422,0,0,0,0,0,0,0,0
622,E118,RNS Institute of Technology Bangalore,IS-Information Science,20372,0,36065,17335,0,21360,26995,0,0,14600,0,0,14450,38516,19363,13301,22309,19077,89658,0,0,34056,0,0
623,E118,RNS Institute of Technology Bangalore,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150702,0,0,0,0,0,0,0,0
624,E119,"K C T Engineering College Roza(B),Gulbarga",CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146997,0,0,0,0,0,0,0,0
625,E119,"K C T Engineering College Roza(B),Gulbarga",CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140486,0,0,0,0,0,0,0,0
626,E119,"K C T Engineering College Roza(B),Gulbarga",EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153325,0,0,0,0,0,0,0,0
627,E119,"K C T Engineering College Roza(B),Gulbarga",ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,E120,Jnanavikasa Institute of Technology Ramanagar-Dist,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,E120,Jnanavikasa Institute of Technology Ramanagar-Dist,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85697,0,0,0,0,0,0,0,0
630,E120,Jnanavikasa Institute of Technology Ramanagar-Dist,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,E120,Jnanavikasa Institute of Technology Ramanagar-Dist,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,E121,Vivekananada College of Engineering Technology D K DIST,AI-Artificial Intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145957,0,0,0,0,0,0,0,0
633,E121,Vivekananada College of Engineering Technology D K DIST,CE-Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56897,0,0,0,0,0,0,0,0
634,E121,Vivekananada College of Engineering Technology D K DIST,CS-Computer Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135835,0,0,0,0,0,0,0,0
635,E121,Vivekananada College of Engineering Technology D K DIST,EC-Electronics and Communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141232,0,0,0,0,0,0,0,0
636,E121,Vivekananada College of Engineering Technology D K DIST,ME-Mechanical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141894,0,0,0,0,0,0,0,0
637,E123,Canara Engineering College Bantwal DK DIST,CS-Computer Science,71901,0,0,85935,0,119256,121261,0,0,62581,0,0,110303,0,0,53469,57542,67611,0,0,0,0,0,0
